Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FNR,FP,FPR,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.53125,0.22777255065899224,"              precision    recall  f1-score   support

         0.0       0.53      1.00      0.69        51
         1.0       0.00      0.00      0.00        45

    accuracy                           0.53        96
   macro avg       0.27      0.50      0.35        96
weighted avg       0.28      0.53      0.37        96
",0.0,0.3469387755102041,45.0,1.0,0.0,0.0,0.53125,,0.6811208866745896,0.7882352941176471,0.7882352941176471,51.0,1.0,0.0,0.0
0.7083333333333334,0.18861365163852817,"              precision    recall  f1-score   support

         0.0       0.96      0.48      0.64        52
         1.0       0.61      0.98      0.75        44

    accuracy                           0.71        96
   macro avg       0.79      0.73      0.70        96
weighted avg       0.80      0.71      0.69        96
",0.4381270903010033,0.6977058029689609,1.0,0.022727272727272728,27.0,0.5192307692307693,0.9615384615384616,0.6142857142857143,0.6277356541620016,0.771416083916084,0.771416083916084,25.0,0.4807692307692308,43.0,0.9772727272727273
0.6979166666666666,0.22674635549089794,"              precision    recall  f1-score   support

         0.0       0.87      0.52      0.65        52
         1.0       0.62      0.91      0.73        44

    accuracy                           0.70        96
   macro avg       0.74      0.71      0.69        96
weighted avg       0.75      0.70      0.69        96
",0.41315345699831374,0.6922736818834974,4.0,0.09090909090909091,25.0,0.4807692307692308,0.8709677419354839,0.6153846153846154,0.4943438783401407,0.6516608391608392,0.6516608391608392,27.0,0.5192307692307693,40.0,0.9090909090909091
0.5833333333333334,0.27157366618008055,"              precision    recall  f1-score   support

         0.0       0.61      0.63      0.62        52
         1.0       0.55      0.52      0.53        44

    accuracy                           0.58        96
   macro avg       0.58      0.58      0.58        96
weighted avg       0.58      0.58      0.58        96
",0.1578947368421053,0.5787626151820974,21.0,0.4772727272727273,19.0,0.36538461538461536,0.6111111111111112,0.5476190476190477,0.5271250075611155,0.5581293706293706,0.5581293706293706,33.0,0.6346153846153846,23.0,0.5227272727272727
0.5104166666666666,0.27066564976747315,"              precision    recall  f1-score   support

         0.0       0.54      0.62      0.58        52
         1.0       0.46      0.39      0.42        44

    accuracy                           0.51        96
   macro avg       0.50      0.50      0.50        96
weighted avg       0.50      0.51      0.50        96
",0.0017699115044248481,0.4981648314981648,27.0,0.6136363636363636,20.0,0.38461538461538464,0.5423728813559322,0.4594594594594595,0.4531582106664618,0.5804195804195804,0.5804195804195804,32.0,0.6153846153846154,17.0,0.38636363636363635
0.5416666666666666,0.2648063258013686,"              precision    recall  f1-score   support

         0.0       0.57      0.62      0.59        52
         1.0       0.50      0.45      0.48        44

    accuracy                           0.54        96
   macro avg       0.54      0.53      0.53        96
weighted avg       0.54      0.54      0.54        96
",0.07042253521126762,0.5343915343915344,24.0,0.5454545454545454,20.0,0.38461538461538464,0.5714285714285714,0.5,0.45101722700813185,0.5681818181818181,0.5681818181818181,32.0,0.6153846153846154,20.0,0.45454545454545453
0.5,0.26165904019035624,"              precision    recall  f1-score   support

         0.0       0.53      0.60      0.56        52
         1.0       0.45      0.39      0.41        44

    accuracy                           0.50        96
   macro avg       0.49      0.49      0.49        96
weighted avg       0.49      0.50      0.50        96
",-0.017667844522968323,0.4891352549889135,27.0,0.6136363636363636,21.0,0.40384615384615385,0.5344827586206896,0.4473684210526316,0.4502276095018284,0.5524475524475525,0.5524475524475525,31.0,0.5961538461538461,17.0,0.38636363636363635
0.6354166666666666,0.20951330702201185,"              precision    recall  f1-score   support

         0.0       0.64      0.73      0.68        52
         1.0       0.62      0.52      0.57        44

    accuracy                           0.64        96
   macro avg       0.63      0.63      0.63        96
weighted avg       0.63      0.64      0.63        96
",0.256637168141593,0.6262929596262929,21.0,0.4772727272727273,14.0,0.2692307692307692,0.6440677966101694,0.6216216216216216,0.6261541064640995,0.7163461538461539,0.7163461538461539,38.0,0.7307692307692307,23.0,0.5227272727272727
0.7395833333333334,0.18142427867153735,"              precision    recall  f1-score   support

         0.0       0.86      0.62      0.72        52
         1.0       0.66      0.89      0.76        44

    accuracy                           0.74        96
   macro avg       0.76      0.75      0.74        96
weighted avg       0.77      0.74      0.74        96
",0.48892674616695053,0.738191338496782,5.0,0.11363636363636363,20.0,0.38461538461538464,0.8648648648648649,0.6610169491525424,0.6946978767669724,0.7845279720279721,0.7845279720279721,32.0,0.6153846153846154,39.0,0.8863636363636364
0.6145833333333334,0.1870176838506922,"              precision    recall  f1-score   support

         0.0       0.59      0.98      0.73        52
         1.0       0.89      0.18      0.30        44

    accuracy                           0.61        96
   macro avg       0.74      0.58      0.52        96
weighted avg       0.72      0.61      0.54        96
",0.17318435754189943,0.517849871046559,36.0,0.8181818181818182,1.0,0.019230769230769232,0.5862068965517241,0.8888888888888888,0.8313335954268259,0.8850524475524475,0.8850524475524475,51.0,0.9807692307692307,8.0,0.18181818181818182
