Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FNR,FP,FPR,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.6060606060606061,0.21799092190032268,"              precision    recall  f1-score   support

         0.0       0.61      1.00      0.75        60
         1.0       0.00      0.00      0.00        39

    accuracy                           0.61        99
   macro avg       0.30      0.50      0.38        99
weighted avg       0.37      0.61      0.46        99
",0.0,0.37735849056603776,39.0,1.0,0.0,0.0,0.6060606060606061,,0.6923862521248256,0.797008547008547,0.797008547008547,60.0,1.0,0.0,0.0
0.797979797979798,0.16502720867899065,"              precision    recall  f1-score   support

         0.0       1.00      0.67      0.80        60
         1.0       0.66      1.00      0.80        39

    accuracy                           0.80        99
   macro avg       0.83      0.83      0.80        99
weighted avg       0.87      0.80      0.80        99
",0.611764705882353,0.7979591836734694,0.0,0.0,20.0,0.3333333333333333,1.0,0.6610169491525424,0.6490550580204012,0.8508547008547008,0.8508547008547008,40.0,0.6666666666666666,39.0,1.0
0.7777777777777778,0.19764051014211403,"              precision    recall  f1-score   support

         0.0       0.93      0.68      0.79        60
         1.0       0.65      0.92      0.77        39

    accuracy                           0.78        99
   macro avg       0.79      0.80      0.78        99
weighted avg       0.82      0.78      0.78        99
",0.5657894736842106,0.7772094926350246,3.0,0.07692307692307693,19.0,0.31666666666666665,0.9318181818181818,0.6545454545454545,0.534221051611075,0.7700854700854701,0.7700854700854701,41.0,0.6833333333333333,36.0,0.9230769230769231
0.5050505050505051,0.3003055310575841,"              precision    recall  f1-score   support

         0.0       0.60      0.53      0.57        60
         1.0       0.39      0.46      0.42        39

    accuracy                           0.51        99
   macro avg       0.50      0.50      0.49        99
weighted avg       0.52      0.51      0.51        99
",-0.0049720323182100845,0.49495054659031756,21.0,0.5384615384615384,28.0,0.4666666666666667,0.6037735849056604,0.391304347826087,0.3712578046436904,0.47777777777777775,0.47777777777777775,32.0,0.5333333333333333,18.0,0.46153846153846156
0.45454545454545453,0.3200973111176786,"              precision    recall  f1-score   support

         0.0       0.54      0.63      0.58        60
         1.0       0.24      0.18      0.21        39

    accuracy                           0.45        99
   macro avg       0.39      0.41      0.40        99
weighted avg       0.42      0.45      0.44        99
",-0.19597315436241614,0.3952488687782806,32.0,0.8205128205128205,22.0,0.36666666666666664,0.5428571428571428,0.2413793103448276,0.3267981520497263,0.43247863247863244,0.43247863247863244,38.0,0.6333333333333333,7.0,0.1794871794871795
0.5151515151515151,0.24991419063754264,"              precision    recall  f1-score   support

         0.0       0.58      0.68      0.63        59
         1.0       0.37      0.28      0.31        40

    accuracy                           0.52        99
   macro avg       0.47      0.48      0.47        99
weighted avg       0.49      0.52      0.50        99
",-0.049006622516556186,0.4696428571428572,29.0,0.725,19.0,0.3220338983050847,0.5797101449275363,0.36666666666666664,0.4150760184599118,0.6004237288135594,0.6004237288135594,40.0,0.6779661016949152,11.0,0.275
0.5555555555555556,0.24898998142366827,"              precision    recall  f1-score   support

         0.0       0.65      0.54      0.59        59
         1.0       0.46      0.57      0.51        40

    accuracy                           0.56        99
   macro avg       0.56      0.56      0.55        99
weighted avg       0.58      0.56      0.56        99
",0.11283095723014258,0.5518518518518518,17.0,0.425,27.0,0.4576271186440678,0.6530612244897959,0.46,0.43800900552529765,0.611864406779661,0.611864406779661,32.0,0.5423728813559322,23.0,0.575
0.6326530612244898,0.19031015518388955,"              precision    recall  f1-score   support

         0.0       0.68      0.73      0.70        59
         1.0       0.54      0.49      0.51        39

    accuracy                           0.63        98
   macro avg       0.61      0.61      0.61        98
weighted avg       0.63      0.63      0.63        98
",0.2198142414860682,0.6092157731501993,20.0,0.5128205128205128,16.0,0.2711864406779661,0.6825396825396826,0.5428571428571428,0.564438613462725,0.7653194263363756,0.7653194263363756,43.0,0.7288135593220338,19.0,0.48717948717948717
0.6428571428571429,0.19202875044991777,"              precision    recall  f1-score   support

         0.0       0.75      0.61      0.67        59
         1.0       0.54      0.69      0.61        39

    accuracy                           0.64        98
   macro avg       0.65      0.65      0.64        98
weighted avg       0.67      0.64      0.65        98
",0.2886768975528826,0.639819384647695,12.0,0.3076923076923077,23.0,0.3898305084745763,0.75,0.54,0.5535936170197171,0.7357670578009562,0.7357670578009562,36.0,0.6101694915254238,27.0,0.6923076923076923
0.6122448979591837,0.18989511424080685,"              precision    recall  f1-score   support

         0.0       0.61      0.98      0.75        59
         1.0       0.67      0.05      0.10        39

    accuracy                           0.61        98
   macro avg       0.64      0.52      0.42        98
weighted avg       0.63      0.61      0.49        98
",0.0407006697578568,0.42424242424242425,37.0,0.9487179487179487,1.0,0.01694915254237288,0.6105263157894737,0.6666666666666666,0.7006309403643174,0.8252933507170795,0.8252933507170795,58.0,0.9830508474576272,2.0,0.05128205128205128
