Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TP,TPR
0.5,0.255530421533345,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        51
           1       0.00      0.00      0.00        51

    accuracy                           0.50       102
   macro avg       0.25      0.50      0.33       102
weighted avg       0.25      0.50      0.33       102
",0.0,0.3333333333333333,51.0,0.0,0.5,,0.6827908331048697,0.6555171088043061,0.6555171088043061,51.0,0.0,0.0
0.5,0.25635336995301194,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        52
           1       0.00      0.00      0.00        52

    accuracy                           0.50       104
   macro avg       0.25      0.50      0.33       104
weighted avg       0.25      0.50      0.33       104
",0.0,0.3333333333333333,52.0,0.0,0.5,,0.6134561566188375,0.6335059171597633,0.6335059171597633,52.0,0.0,0.0
0.5,0.33616298767296166,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        52
           1       0.00      0.00      0.00        52

    accuracy                           0.50       104
   macro avg       0.25      0.50      0.33       104
weighted avg       0.25      0.50      0.33       104
",0.0,0.3333333333333333,52.0,0.0,0.5,,0.41348085230283593,0.39644970414201186,0.39644970414201186,52.0,0.0,0.0
0.5,0.45615325181705096,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        52
           1       0.00      0.00      0.00        52

    accuracy                           0.50       104
   macro avg       0.25      0.50      0.33       104
weighted avg       0.25      0.50      0.33       104
",0.0,0.3333333333333333,52.0,0.0,0.5,,0.8523827371079326,0.8639053254437871,0.8639053254437871,52.0,0.0,0.0
0.5,0.2456297620297607,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        52
           1       0.00      0.00      0.00        52

    accuracy                           0.50       104
   macro avg       0.25      0.50      0.33       104
weighted avg       0.25      0.50      0.33       104
",0.0,0.3333333333333333,52.0,0.0,0.5,,0.7704134327971327,0.7847633136094674,0.7847633136094674,52.0,0.0,0.0
0.5,0.2488176291990167,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        52
           1       0.00      0.00      0.00        52

    accuracy                           0.50       104
   macro avg       0.25      0.50      0.33       104
weighted avg       0.25      0.50      0.33       104
",0.0,0.3333333333333333,52.0,0.0,0.5,,0.8160834593496399,0.7991863905325445,0.7991863905325445,52.0,0.0,0.0
0.5,0.24957365443999352,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        52
           1       0.00      0.00      0.00        52

    accuracy                           0.50       104
   macro avg       0.25      0.50      0.33       104
weighted avg       0.25      0.50      0.33       104
",0.0,0.3333333333333333,52.0,0.0,0.5,,0.5669294115040154,0.6024408284023668,0.6024408284023668,52.0,0.0,0.0
0.5,0.25253307884308734,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        52
           1       0.00      0.00      0.00        52

    accuracy                           0.50       104
   macro avg       0.25      0.50      0.33       104
weighted avg       0.25      0.50      0.33       104
",0.0,0.3333333333333333,52.0,0.0,0.5,,0.4612521508455345,0.4508136094674556,0.4508136094674556,52.0,0.0,0.0
0.5,0.24772241863254835,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        52
           1       0.00      0.00      0.00        52

    accuracy                           0.50       104
   macro avg       0.25      0.50      0.33       104
weighted avg       0.25      0.50      0.33       104
",0.0,0.3333333333333333,52.0,0.0,0.5,,0.5765463289158343,0.6109467455621301,0.6109467455621301,52.0,0.0,0.0
0.5,0.2828919087242542,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        52
           1       0.00      0.00      0.00        52

    accuracy                           0.50       104
   macro avg       0.25      0.50      0.33       104
weighted avg       0.25      0.50      0.33       104
",0.0,0.3333333333333333,52.0,0.0,0.5,,0.6716228407727278,0.6989644970414202,0.6989644970414202,52.0,0.0,0.0
