Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TP,TPR
0.5,0.322216494700213,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        80
           1       0.00      0.00      0.00        80

    accuracy                           0.50       160
   macro avg       0.25      0.50      0.33       160
weighted avg       0.25      0.50      0.33       160
",0.0,0.3333333333333333,80.0,0.0,0.5,,0.6035520058671996,0.6721875,0.6721875,80.0,0.0,0.0
0.5,0.33275538017560763,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        80
           1       0.00      0.00      0.00        80

    accuracy                           0.50       160
   macro avg       0.25      0.50      0.33       160
weighted avg       0.25      0.50      0.33       160
",0.0,0.3333333333333333,80.0,0.0,0.5,,0.39379474183655017,0.34,0.34,80.0,0.0,0.0
0.5,0.31346092160361244,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        80
           1       0.00      0.00      0.00        80

    accuracy                           0.50       160
   macro avg       0.25      0.50      0.33       160
weighted avg       0.25      0.50      0.33       160
",0.0,0.3333333333333333,80.0,0.0,0.5,,0.4531173618811255,0.45375,0.45375,80.0,0.0,0.0
0.5,0.3192193319924401,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        80
           1       0.00      0.00      0.00        80

    accuracy                           0.50       160
   macro avg       0.25      0.50      0.33       160
weighted avg       0.25      0.50      0.33       160
",0.0,0.3333333333333333,80.0,0.0,0.5,,0.5831755470563467,0.6273437500000001,0.6273437500000001,80.0,0.0,0.0
0.5,0.3126347111524507,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        80
           1       0.00      0.00      0.00        80

    accuracy                           0.50       160
   macro avg       0.25      0.50      0.33       160
weighted avg       0.25      0.50      0.33       160
",0.0,0.3333333333333333,80.0,0.0,0.5,,0.431898719743167,0.45,0.45,80.0,0.0,0.0
0.5,0.31465936833524416,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        80
           1       0.00      0.00      0.00        80

    accuracy                           0.50       160
   macro avg       0.25      0.50      0.33       160
weighted avg       0.25      0.50      0.33       160
",0.0,0.3333333333333333,80.0,0.0,0.5,,0.47316613112213535,0.5114062500000001,0.5114062500000001,80.0,0.0,0.0
0.5,0.32732900472188453,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        80
           1       0.00      0.00      0.00        80

    accuracy                           0.50       160
   macro avg       0.25      0.50      0.33       160
weighted avg       0.25      0.50      0.33       160
",0.0,0.3333333333333333,80.0,0.0,0.5,,0.41767090233833715,0.396875,0.396875,80.0,0.0,0.0
0.5,0.33855666577626514,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        80
           1       0.00      0.00      0.00        80

    accuracy                           0.50       160
   macro avg       0.25      0.50      0.33       160
weighted avg       0.25      0.50      0.33       160
",0.0,0.3333333333333333,80.0,0.0,0.5,,0.42675483416432347,0.423125,0.423125,80.0,0.0,0.0
0.5,0.342617609876328,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        79
           1       0.00      0.00      0.00        79

    accuracy                           0.50       158
   macro avg       0.25      0.50      0.33       158
weighted avg       0.25      0.50      0.33       158
",0.0,0.3333333333333333,79.0,0.0,0.5,,0.39948304043556127,0.3725364524915879,0.3725364524915879,79.0,0.0,0.0
0.5,0.3337435769298698,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        79
           1       0.00      0.00      0.00        79

    accuracy                           0.50       158
   macro avg       0.25      0.50      0.33       158
weighted avg       0.25      0.50      0.33       158
",0.0,0.3333333333333333,79.0,0.0,0.5,,0.3833492903851138,0.3294343855151418,0.3294343855151418,79.0,0.0,0.0
