Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TP,TPR
0.5,0.2928907853444243,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        70
           1       0.00      0.00      0.00        70

    accuracy                           0.50       140
   macro avg       0.25      0.50      0.33       140
weighted avg       0.25      0.50      0.33       140
",0.0,0.3333333333333333,70.0,0.0,0.5,,0.3810511563923295,0.3193877551020408,0.3193877551020408,70.0,0.0,0.0
0.5,0.2874788230277676,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        70
           1       0.00      0.00      0.00        70

    accuracy                           0.50       140
   macro avg       0.25      0.50      0.33       140
weighted avg       0.25      0.50      0.33       140
",0.0,0.3333333333333333,70.0,0.0,0.5,,0.5966116592134348,0.6753061224489797,0.6753061224489797,70.0,0.0,0.0
0.5,0.29258570610693724,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        70
           1       0.00      0.00      0.00        70

    accuracy                           0.50       140
   macro avg       0.25      0.50      0.33       140
weighted avg       0.25      0.50      0.33       140
",0.0,0.3333333333333333,70.0,0.0,0.5,,0.47201245014083887,0.5042857142857143,0.5042857142857143,70.0,0.0,0.0
0.5,0.2699558301593868,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        70
           1       0.00      0.00      0.00        70

    accuracy                           0.50       140
   macro avg       0.25      0.50      0.33       140
weighted avg       0.25      0.50      0.33       140
",0.0,0.3333333333333333,70.0,0.0,0.5,,0.634509614519911,0.6293877551020408,0.6293877551020408,70.0,0.0,0.0
0.5,0.28215881243106694,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        70
           1       0.00      0.00      0.00        70

    accuracy                           0.50       140
   macro avg       0.25      0.50      0.33       140
weighted avg       0.25      0.50      0.33       140
",0.0,0.3333333333333333,70.0,0.0,0.5,,0.47387036966684687,0.5240816326530613,0.5240816326530613,70.0,0.0,0.0
0.5,0.2766334245000834,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        69
           1       0.00      0.00      0.00        69

    accuracy                           0.50       138
   macro avg       0.25      0.50      0.33       138
weighted avg       0.25      0.50      0.33       138
",0.0,0.3333333333333333,69.0,0.0,0.5,,0.5103072569792855,0.5511447174963243,0.5511447174963243,69.0,0.0,0.0
0.5,0.28747170864497895,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        69
           1       0.00      0.00      0.00        69

    accuracy                           0.50       138
   macro avg       0.25      0.50      0.33       138
weighted avg       0.25      0.50      0.33       138
",0.0,0.3333333333333333,69.0,0.0,0.5,,0.5677184641677321,0.6145767695862213,0.6145767695862213,69.0,0.0,0.0
0.5,0.2857322638114686,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        69
           1       0.00      0.00      0.00        69

    accuracy                           0.50       138
   macro avg       0.25      0.50      0.33       138
weighted avg       0.25      0.50      0.33       138
",0.0,0.3333333333333333,69.0,0.0,0.5,,0.5081370743541982,0.5412728418399496,0.5412728418399496,69.0,0.0,0.0
0.5,0.28797787086420007,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        69
           1       0.00      0.00      0.00        69

    accuracy                           0.50       138
   macro avg       0.25      0.50      0.33       138
weighted avg       0.25      0.50      0.33       138
",0.0,0.3333333333333333,69.0,0.0,0.5,,0.5707671610333023,0.6336904011762234,0.6336904011762234,69.0,0.0,0.0
0.5,0.2841175828756259,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        69
           1       0.00      0.00      0.00        69

    accuracy                           0.50       138
   macro avg       0.25      0.50      0.33       138
weighted avg       0.25      0.50      0.33       138
",0.0,0.3333333333333333,69.0,0.0,0.5,,0.7721407550373428,0.7710565007351396,0.7710565007351396,69.0,0.0,0.0
