Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.5,0.26567738497655735,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        60
           1       0.00      0.00      0.00        60

    accuracy                           0.50       120
   macro avg       0.25      0.50      0.33       120
weighted avg       0.25      0.50      0.33       120
",0.0,0.3333333333333333,60.0,0.0,0.5,,0.38653813393947517,0.3072222222222222,0.3072222222222222,60.0,1.0,0.0,0.0
0.5,0.25395142227713674,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        60
           1       0.00      0.00      0.00        60

    accuracy                           0.50       120
   macro avg       0.25      0.50      0.33       120
weighted avg       0.25      0.50      0.33       120
",0.0,0.3333333333333333,60.0,0.0,0.5,,0.5632894543844225,0.5980555555555556,0.5980555555555556,60.0,1.0,0.0,0.0
0.5,0.2543817228247231,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        60
           1       0.00      0.00      0.00        60

    accuracy                           0.50       120
   macro avg       0.25      0.50      0.33       120
weighted avg       0.25      0.50      0.33       120
",0.0,0.3333333333333333,60.0,0.0,0.5,,0.6088322271192397,0.6294444444444445,0.6294444444444445,60.0,1.0,0.0,0.0
0.5,0.26800992945289714,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        60
           1       0.00      0.00      0.00        60

    accuracy                           0.50       120
   macro avg       0.25      0.50      0.33       120
weighted avg       0.25      0.50      0.33       120
",0.0,0.3333333333333333,60.0,0.0,0.5,,0.3624151340071844,0.27055555555555555,0.27055555555555555,60.0,1.0,0.0,0.0
0.5,0.23577977949994797,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        60
           1       0.00      0.00      0.00        60

    accuracy                           0.50       120
   macro avg       0.25      0.50      0.33       120
weighted avg       0.25      0.50      0.33       120
",0.0,0.3333333333333333,60.0,0.0,0.5,,0.7348874878433043,0.7377777777777778,0.7377777777777778,60.0,1.0,0.0,0.0
0.5,0.2575838816617964,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        59
           1       0.00      0.00      0.00        59

    accuracy                           0.50       118
   macro avg       0.25      0.50      0.33       118
weighted avg       0.25      0.50      0.33       118
",0.0,0.3333333333333333,59.0,0.0,0.5,,0.691589824267294,0.7291008330939386,0.7291008330939386,59.0,1.0,0.0,0.0
0.5,0.265779883476387,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        59
           1       0.00      0.00      0.00        59

    accuracy                           0.50       118
   macro avg       0.25      0.50      0.33       118
weighted avg       0.25      0.50      0.33       118
",0.0,0.3333333333333333,59.0,0.0,0.5,,0.4663546922187411,0.45360528583740306,0.45360528583740306,59.0,1.0,0.0,0.0
0.5,0.2590523367694234,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        59
           1       0.00      0.00      0.00        59

    accuracy                           0.50       118
   macro avg       0.25      0.50      0.33       118
weighted avg       0.25      0.50      0.33       118
",0.0,0.3333333333333333,59.0,0.0,0.5,,0.5666880839403641,0.5963803504740017,0.5963803504740017,59.0,1.0,0.0,0.0
0.5,0.2639648209980572,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        59
           1       0.00      0.00      0.00        59

    accuracy                           0.50       118
   macro avg       0.25      0.50      0.33       118
weighted avg       0.25      0.50      0.33       118
",0.0,0.3333333333333333,59.0,0.0,0.5,,0.4043813288722725,0.3579431197931629,0.3579431197931629,59.0,1.0,0.0,0.0
0.5,0.25949622020781654,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        59
           1       0.00      0.00      0.00        59

    accuracy                           0.50       118
   macro avg       0.25      0.50      0.33       118
weighted avg       0.25      0.50      0.33       118
",0.0,0.3333333333333333,59.0,0.0,0.5,,0.6837441607417184,0.7451881643205975,0.7451881643205975,59.0,1.0,0.0,0.0
