Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.9603960396039604,0.2691515804938891,"              precision    recall  f1-score   support

         0.0       0.96      1.00      0.98        97
         1.0       0.00      0.00      0.00         4

    accuracy                           0.96       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.92      0.96      0.94       101
",0.0,0.4898989898989899,4.0,0.0,0.9603960396039604,,0.030349909602240214,0.37628865979381443,0.37628865979381443,97.0,1.0,0.0,0.0
0.9603960396039604,0.26442596958525394,"              precision    recall  f1-score   support

         0.0       0.96      1.00      0.98        97
         1.0       0.00      0.00      0.00         4

    accuracy                           0.96       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.92      0.96      0.94       101
",0.0,0.4898989898989899,4.0,0.0,0.9603960396039604,,0.03279645475424492,0.44329896907216493,0.44329896907216493,97.0,1.0,0.0,0.0
0.9603960396039604,0.26560033284739065,"              precision    recall  f1-score   support

         0.0       0.96      1.00      0.98        97
         1.0       0.00      0.00      0.00         4

    accuracy                           0.96       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.92      0.96      0.94       101
",0.0,0.4898989898989899,4.0,0.0,0.9603960396039604,,0.8416666666666667,0.9845360824742269,0.9845360824742269,97.0,1.0,0.0,0.0
0.9603960396039604,0.2781826868955026,"              precision    recall  f1-score   support

         0.0       0.96      1.00      0.98        97
         1.0       0.00      0.00      0.00         4

    accuracy                           0.96       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.92      0.96      0.94       101
",0.0,0.4898989898989899,4.0,0.0,0.9603960396039604,,0.3510793554271815,0.8402061855670103,0.8402061855670103,97.0,1.0,0.0,0.0
0.9504950495049505,0.25,"              precision    recall  f1-score   support

         0.0       0.95      1.00      0.97        96
         1.0       0.00      0.00      0.00         5

    accuracy                           0.95       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.90      0.95      0.93       101
",0.0,0.4873096446700507,5.0,0.0,0.9504950495049505,,0.5247524752475248,0.5,0.5,96.0,1.0,0.0,0.0
0.9504950495049505,0.25007010481302167,"              precision    recall  f1-score   support

         0.0       0.95      1.00      0.97        96
         1.0       0.00      0.00      0.00         5

    accuracy                           0.95       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.90      0.95      0.93       101
",0.0,0.4873096446700507,5.0,0.0,0.9504950495049505,,0.22521858410330828,0.2041666666666667,0.2041666666666667,96.0,1.0,0.0,0.0
0.9504950495049505,0.25,"              precision    recall  f1-score   support

         0.0       0.95      1.00      0.97        96
         1.0       0.00      0.00      0.00         5

    accuracy                           0.95       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.90      0.95      0.93       101
",0.0,0.4873096446700507,5.0,0.0,0.9504950495049505,,0.5247524752475248,0.5,0.5,96.0,1.0,0.0,0.0
0.9504950495049505,0.26758365016850727,"              precision    recall  f1-score   support

         0.0       0.95      1.00      0.97        96
         1.0       0.00      0.00      0.00         5

    accuracy                           0.95       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.90      0.95      0.93       101
",0.0,0.4873096446700507,5.0,0.0,0.9504950495049505,,0.22418788234892234,0.2041666666666667,0.2041666666666667,96.0,1.0,0.0,0.0
0.04,0.24288898239988968,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        96
         1.0       0.04      1.00      0.08         4

    accuracy                           0.04       100
   macro avg       0.02      0.50      0.04       100
weighted avg       0.00      0.04      0.00       100
",0.0,0.038461538461538464,0.0,96.0,,0.04,0.031607342396816084,0.3958333333333333,0.3958333333333333,0.0,0.0,4.0,1.0
0.04,0.20479799272489177,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        96
         1.0       0.04      1.00      0.08         4

    accuracy                           0.04       100
   macro avg       0.02      0.50      0.04       100
weighted avg       0.00      0.04      0.00       100
",0.0,0.038461538461538464,0.0,96.0,,0.04,0.026447755136869002,0.28385416666666663,0.28385416666666663,0.0,0.0,4.0,1.0
