Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.46875,0.2490640357552754,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        51
         1.0       0.47      1.00      0.64        45

    accuracy                           0.47        96
   macro avg       0.23      0.50      0.32        96
weighted avg       0.22      0.47      0.30        96
",0.0,0.3191489361702128,0.0,51.0,,0.46875,0.62194576944821,0.5507625272331155,0.5507625272331155,0.0,0.0,45.0,1.0
0.4583333333333333,0.25277101551599623,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        52
         1.0       0.46      1.00      0.63        44

    accuracy                           0.46        96
   macro avg       0.23      0.50      0.31        96
weighted avg       0.21      0.46      0.29        96
",0.0,0.3142857142857143,0.0,52.0,,0.4583333333333333,0.4025584922289202,0.44842657342657344,0.44842657342657344,0.0,0.0,44.0,1.0
0.4583333333333333,0.25128194179839297,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        52
         1.0       0.46      1.00      0.63        44

    accuracy                           0.46        96
   macro avg       0.23      0.50      0.31        96
weighted avg       0.21      0.46      0.29        96
",0.0,0.3142857142857143,0.0,52.0,,0.4583333333333333,0.6709842908894303,0.7119755244755245,0.7119755244755245,0.0,0.0,44.0,1.0
0.4583333333333333,0.25,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        52
         1.0       0.46      1.00      0.63        44

    accuracy                           0.46        96
   macro avg       0.23      0.50      0.31        96
weighted avg       0.21      0.46      0.29        96
",0.0,0.3142857142857143,0.0,52.0,,0.4583333333333333,0.7291666666666666,0.5,0.5,0.0,0.0,44.0,1.0
0.4583333333333333,0.25,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        52
         1.0       0.46      1.00      0.63        44

    accuracy                           0.46        96
   macro avg       0.23      0.50      0.31        96
weighted avg       0.21      0.46      0.29        96
",0.0,0.3142857142857143,0.0,52.0,,0.4583333333333333,0.7291666666666666,0.5,0.5,0.0,0.0,44.0,1.0
0.4583333333333333,0.25,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        52
         1.0       0.46      1.00      0.63        44

    accuracy                           0.46        96
   macro avg       0.23      0.50      0.31        96
weighted avg       0.21      0.46      0.29        96
",0.0,0.3142857142857143,0.0,52.0,,0.4583333333333333,0.7291666666666666,0.5,0.5,0.0,0.0,44.0,1.0
0.6770833333333334,0.25,"              precision    recall  f1-score   support

         0.0       0.70      0.71      0.70        52
         1.0       0.65      0.64      0.64        44

    accuracy                           0.68        96
   macro avg       0.67      0.67      0.67        96
weighted avg       0.68      0.68      0.68        96
",0.3485113835376533,0.6742200328407224,16.0,15.0,0.6981132075471698,0.6511627906976745,0.7291666666666666,0.5,0.5,37.0,0.7115384615384616,28.0,0.6363636363636364
0.5416666666666666,0.25,"              precision    recall  f1-score   support

         0.0       0.54      1.00      0.70        52
         1.0       0.00      0.00      0.00        44

    accuracy                           0.54        96
   macro avg       0.27      0.50      0.35        96
weighted avg       0.29      0.54      0.38        96
",0.0,0.35135135135135137,44.0,0.0,0.5416666666666666,,0.7291666666666666,0.5,0.5,52.0,1.0,0.0,0.0
0.5416666666666666,0.25,"              precision    recall  f1-score   support

         0.0       0.54      1.00      0.70        52
         1.0       0.00      0.00      0.00        44

    accuracy                           0.54        96
   macro avg       0.27      0.50      0.35        96
weighted avg       0.29      0.54      0.38        96
",0.0,0.35135135135135137,44.0,0.0,0.5416666666666666,,0.7291666666666666,0.5,0.5,52.0,1.0,0.0,0.0
0.5416666666666666,0.2486884633066322,"              precision    recall  f1-score   support

         0.0       0.54      1.00      0.70        52
         1.0       0.00      0.00      0.00        44

    accuracy                           0.54        96
   macro avg       0.27      0.50      0.35        96
weighted avg       0.29      0.54      0.38        96
",0.0,0.35135135135135137,44.0,0.0,0.5416666666666666,,0.5046266489563591,0.4847027972027972,0.4847027972027972,52.0,1.0,0.0,0.0
