Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.5,0.3859423992827096,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        88
           1       0.00      0.00      0.00        88

    accuracy                           0.50       176
   macro avg       0.25      0.50      0.33       176
weighted avg       0.25      0.50      0.33       176
",0.0,0.3333333333333333,88.0,0.0,0.5,,0.4576696724987569,0.43272210743801653,0.43272210743801653,88.0,1.0,0.0,0.0
0.5,0.3783309994790838,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        88
           1       0.00      0.00      0.00        88

    accuracy                           0.50       176
   macro avg       0.25      0.50      0.33       176
weighted avg       0.25      0.50      0.33       176
",0.0,0.3333333333333333,88.0,0.0,0.5,,0.4769485319990095,0.5049070247933884,0.5049070247933884,88.0,1.0,0.0,0.0
0.5,0.3824298163869337,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        88
           1       0.00      0.00      0.00        88

    accuracy                           0.50       176
   macro avg       0.25      0.50      0.33       176
weighted avg       0.25      0.50      0.33       176
",0.0,0.3333333333333333,88.0,0.0,0.5,,0.6770667855495638,0.6247417355371901,0.6247417355371901,88.0,1.0,0.0,0.0
0.5,0.3901892018675612,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        88
           1       0.00      0.00      0.00        88

    accuracy                           0.50       176
   macro avg       0.25      0.50      0.33       176
weighted avg       0.25      0.50      0.33       176
",0.0,0.3333333333333333,88.0,0.0,0.5,,0.45706033362039034,0.46048553719008267,0.46048553719008267,88.0,1.0,0.0,0.0
0.5,0.36095425831417843,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        88
           1       0.00      0.00      0.00        88

    accuracy                           0.50       176
   macro avg       0.25      0.50      0.33       176
weighted avg       0.25      0.50      0.33       176
",0.0,0.3333333333333333,88.0,0.0,0.5,,0.5808177905836219,0.6979597107438016,0.6979597107438016,88.0,1.0,0.0,0.0
0.5,0.3858138457969116,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        88
           1       0.00      0.00      0.00        88

    accuracy                           0.50       176
   macro avg       0.25      0.50      0.33       176
weighted avg       0.25      0.50      0.33       176
",0.0,0.3333333333333333,88.0,0.0,0.5,,0.4559666049899243,0.5102014462809917,0.5102014462809917,88.0,1.0,0.0,0.0
0.5,0.38457615966406844,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        88
           1       0.00      0.00      0.00        88

    accuracy                           0.50       176
   macro avg       0.25      0.50      0.33       176
weighted avg       0.25      0.50      0.33       176
",0.0,0.3333333333333333,88.0,0.0,0.5,,0.5011018238085718,0.5442923553719008,0.5442923553719008,88.0,1.0,0.0,0.0
0.5,0.38749996066773645,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        88
           1       0.00      0.00      0.00        88

    accuracy                           0.50       176
   macro avg       0.25      0.50      0.33       176
weighted avg       0.25      0.50      0.33       176
",0.0,0.3333333333333333,88.0,0.0,0.5,,0.5361528926345869,0.4903150826446282,0.4903150826446282,88.0,1.0,0.0,0.0
0.5,0.3946513085414521,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        88
           1       0.00      0.00      0.00        88

    accuracy                           0.50       176
   macro avg       0.25      0.50      0.33       176
weighted avg       0.25      0.50      0.33       176
",0.0,0.3333333333333333,88.0,0.0,0.5,,0.37828752328971826,0.3183109504132231,0.3183109504132231,88.0,1.0,0.0,0.0
0.5,0.3838122051694964,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        88
           1       0.00      0.00      0.00        88

    accuracy                           0.50       176
   macro avg       0.25      0.50      0.33       176
weighted avg       0.25      0.50      0.33       176
",0.0,0.3333333333333333,88.0,0.0,0.5,,0.7035599320511163,0.7864152892561984,0.7864152892561984,88.0,1.0,0.0,0.0
