Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TP,TPR
0.9117647058823529,0.08045075477088015,"              precision    recall  f1-score   support

         0.0       0.91      1.00      0.95        93
         1.0       0.00      0.00      0.00         9

    accuracy                           0.91       102
   macro avg       0.46      0.50      0.48       102
weighted avg       0.83      0.91      0.87       102
",0.0,0.47692307692307695,9.0,0.0,0.9117647058823529,,0.057110965649680115,0.2843488649940263,0.2843488649940263,93.0,0.0,0.0
0.9117647058823529,0.08044282621392294,"              precision    recall  f1-score   support

         0.0       0.91      1.00      0.95        93
         1.0       0.00      0.00      0.00         9

    accuracy                           0.91       102
   macro avg       0.46      0.50      0.48       102
weighted avg       0.83      0.91      0.87       102
",0.0,0.47692307692307695,9.0,0.0,0.9117647058823529,,0.13679002213541486,0.7048984468339307,0.7048984468339307,93.0,0.0,0.0
0.9117647058823529,0.08050074167634058,"              precision    recall  f1-score   support

         0.0       0.91      1.00      0.95        93
         1.0       0.00      0.00      0.00         9

    accuracy                           0.91       102
   macro avg       0.46      0.50      0.48       102
weighted avg       0.83      0.91      0.87       102
",0.0,0.47692307692307695,9.0,0.0,0.9117647058823529,,0.07337950137362459,0.41577060931899645,0.41577060931899645,93.0,0.0,0.0
0.9117647058823529,0.08061811401982412,"              precision    recall  f1-score   support

         0.0       0.91      1.00      0.95        93
         1.0       0.00      0.00      0.00         9

    accuracy                           0.91       102
   macro avg       0.46      0.50      0.48       102
weighted avg       0.83      0.91      0.87       102
",0.0,0.47692307692307695,9.0,0.0,0.9117647058823529,,0.09352474939323169,0.5364396654719235,0.5364396654719235,93.0,0.0,0.0
0.9117647058823529,0.08044029254142866,"              precision    recall  f1-score   support

         0.0       0.91      1.00      0.95        93
         1.0       0.00      0.00      0.00         9

    accuracy                           0.91       102
   macro avg       0.46      0.50      0.48       102
weighted avg       0.83      0.91      0.87       102
",0.0,0.47692307692307695,9.0,0.0,0.9117647058823529,,0.10544004162523833,0.6320191158900836,0.6320191158900836,93.0,0.0,0.0
0.9117647058823529,0.08044035386113724,"              precision    recall  f1-score   support

         0.0       0.91      1.00      0.95        93
         1.0       0.00      0.00      0.00         9

    accuracy                           0.91       102
   macro avg       0.46      0.50      0.48       102
weighted avg       0.83      0.91      0.87       102
",0.0,0.47692307692307695,9.0,0.0,0.9117647058823529,,0.10208301182935076,0.5985663082437276,0.5985663082437276,93.0,0.0,0.0
0.9108910891089109,0.0811767630753811,"              precision    recall  f1-score   support

         0.0       0.91      1.00      0.95        92
         1.0       0.00      0.00      0.00         9

    accuracy                           0.91       101
   macro avg       0.46      0.50      0.48       101
weighted avg       0.83      0.91      0.87       101
",0.0,0.4766839378238342,9.0,0.0,0.9108910891089109,,0.07610869694273326,0.46376811594202894,0.46376811594202894,92.0,0.0,0.0
0.9108910891089109,0.0812167931975899,"              precision    recall  f1-score   support

         0.0       0.91      1.00      0.95        92
         1.0       0.00      0.00      0.00         9

    accuracy                           0.91       101
   macro avg       0.46      0.50      0.48       101
weighted avg       0.83      0.91      0.87       101
",0.0,0.4766839378238342,9.0,0.0,0.9108910891089109,,0.08745391603331984,0.5410628019323671,0.5410628019323671,92.0,0.0,0.0
0.9108910891089109,0.08118300616954613,"              precision    recall  f1-score   support

         0.0       0.91      1.00      0.95        92
         1.0       0.00      0.00      0.00         9

    accuracy                           0.91       101
   macro avg       0.46      0.50      0.48       101
weighted avg       0.83      0.91      0.87       101
",0.0,0.4766839378238342,9.0,0.0,0.9108910891089109,,0.11323922441437113,0.6570048309178744,0.6570048309178744,92.0,0.0,0.0
0.9108910891089109,0.08047612748254959,"              precision    recall  f1-score   support

         0.0       0.91      1.00      0.95        92
         1.0       0.00      0.00      0.00         9

    accuracy                           0.91       101
   macro avg       0.46      0.50      0.48       101
weighted avg       0.83      0.91      0.87       101
",0.0,0.4766839378238342,9.0,0.0,0.9108910891089109,,0.15645735853905804,0.7318840579710145,0.7318840579710145,92.0,0.0,0.0
