Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TP,TPR
0.5,0.4196136482535367,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        93
           1       0.00      0.00      0.00        93

    accuracy                           0.50       186
   macro avg       0.25      0.50      0.33       186
weighted avg       0.25      0.50      0.33       186
",0.0,0.3333333333333333,93.0,0.0,0.5,,0.36612808760220333,0.2763325239912129,0.2763325239912129,93.0,0.0,0.0
0.5,0.4180513204439368,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        93
           1       0.00      0.00      0.00        93

    accuracy                           0.50       186
   macro avg       0.25      0.50      0.33       186
weighted avg       0.25      0.50      0.33       186
",0.0,0.3333333333333333,93.0,0.0,0.5,,0.5930651140484331,0.7005434154237484,0.7005434154237484,93.0,0.0,0.0
0.5,0.4235635238762533,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        93
           1       0.00      0.00      0.00        93

    accuracy                           0.50       186
   macro avg       0.25      0.50      0.33       186
weighted avg       0.25      0.50      0.33       186
",0.0,0.3333333333333333,93.0,0.0,0.5,,0.43635224820694135,0.4205110417389294,0.4205110417389294,93.0,0.0,0.0
0.5,0.43057883279836834,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        93
           1       0.00      0.00      0.00        93

    accuracy                           0.50       186
   macro avg       0.25      0.50      0.33       186
weighted avg       0.25      0.50      0.33       186
",0.0,0.3333333333333333,93.0,0.0,0.5,,0.478045539720689,0.5080356110533009,0.5080356110533009,93.0,0.0,0.0
0.5,0.418589226823551,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        93
           1       0.00      0.00      0.00        93

    accuracy                           0.50       186
   macro avg       0.25      0.50      0.33       186
weighted avg       0.25      0.50      0.33       186
",0.0,0.3333333333333333,93.0,0.0,0.5,,0.5214425824765525,0.6263151809457741,0.6263151809457741,93.0,0.0,0.0
0.5,0.4169810681165641,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        93
           1       0.00      0.00      0.00        93

    accuracy                           0.50       186
   macro avg       0.25      0.50      0.33       186
weighted avg       0.25      0.50      0.33       186
",0.0,0.3333333333333333,93.0,0.0,0.5,,0.5265567392974042,0.6072378309631171,0.6072378309631171,93.0,0.0,0.0
0.5,0.416506838043871,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        92
           1       0.00      0.00      0.00        92

    accuracy                           0.50       184
   macro avg       0.25      0.50      0.33       184
weighted avg       0.25      0.50      0.33       184
",0.0,0.3333333333333333,92.0,0.0,0.5,,0.43991053078607917,0.46514650283553877,0.46514650283553877,92.0,0.0,0.0
0.5,0.4245379561466774,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        92
           1       0.00      0.00      0.00        92

    accuracy                           0.50       184
   macro avg       0.25      0.50      0.33       184
weighted avg       0.25      0.50      0.33       184
",0.0,0.3333333333333333,92.0,0.0,0.5,,0.4623687383400432,0.532726843100189,0.532726843100189,92.0,0.0,0.0
0.5,0.4146931536208103,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        92
           1       0.00      0.00      0.00        92

    accuracy                           0.50       184
   macro avg       0.25      0.50      0.33       184
weighted avg       0.25      0.50      0.33       184
",0.0,0.3333333333333333,92.0,0.0,0.5,,0.5302772621873062,0.6546550094517958,0.6546550094517958,92.0,0.0,0.0
0.5,0.43549655888332117,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        92
           1       0.00      0.00      0.00        92

    accuracy                           0.50       184
   macro avg       0.25      0.50      0.33       184
weighted avg       0.25      0.50      0.33       184
",0.0,0.3333333333333333,92.0,0.0,0.5,,0.6127546368468821,0.7479914933837429,0.7479914933837429,92.0,0.0,0.0
