Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TP,TPR
0.5,0.26694345120036655,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        63
           1       0.00      0.00      0.00        63

    accuracy                           0.50       126
   macro avg       0.25      0.50      0.33       126
weighted avg       0.25      0.50      0.33       126
",0.0,0.3333333333333333,63.0,0.0,0.5,,0.6681016798338104,0.6873267825648778,0.6873267825648778,63.0,0.0,0.0
0.5,0.26360063219990526,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        63
           1       0.00      0.00      0.00        63

    accuracy                           0.50       126
   macro avg       0.25      0.50      0.33       126
weighted avg       0.25      0.50      0.33       126
",0.0,0.3333333333333333,63.0,0.0,0.5,,0.6481584553504212,0.6679264298311918,0.6679264298311918,63.0,0.0,0.0
0.5,0.2580138810324756,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        63
           1       0.00      0.00      0.00        63

    accuracy                           0.50       126
   macro avg       0.25      0.50      0.33       126
weighted avg       0.25      0.50      0.33       126
",0.0,0.3333333333333333,63.0,0.0,0.5,,0.46786832903446296,0.47896195515243134,0.47896195515243134,63.0,0.0,0.0
0.5,0.26836911792122975,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        63
           1       0.00      0.00      0.00        63

    accuracy                           0.50       126
   macro avg       0.25      0.50      0.33       126
weighted avg       0.25      0.50      0.33       126
",0.0,0.3333333333333333,63.0,0.0,0.5,,0.49453380984535533,0.5379188712522045,0.5379188712522045,63.0,0.0,0.0
0.5,0.2615634807753706,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        63
           1       0.00      0.00      0.00        63

    accuracy                           0.50       126
   macro avg       0.25      0.50      0.33       126
weighted avg       0.25      0.50      0.33       126
",0.0,0.3333333333333333,63.0,0.0,0.5,,0.4442311320095798,0.46308893927941547,0.46308893927941547,63.0,0.0,0.0
0.5,0.2518199272685283,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        63
           1       0.00      0.00      0.00        63

    accuracy                           0.50       126
   macro avg       0.25      0.50      0.33       126
weighted avg       0.25      0.50      0.33       126
",0.0,0.3333333333333333,63.0,0.0,0.5,,0.6770064618996497,0.7142857142857144,0.7142857142857144,63.0,0.0,0.0
0.5,0.266244845802423,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        62
           1       0.00      0.00      0.00        62

    accuracy                           0.50       124
   macro avg       0.25      0.50      0.33       124
weighted avg       0.25      0.50      0.33       124
",0.0,0.3333333333333333,62.0,0.0,0.5,,0.4340943628929732,0.4250780437044745,0.4250780437044745,62.0,0.0,0.0
0.5,0.27262306479852877,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        62
           1       0.00      0.00      0.00        62

    accuracy                           0.50       124
   macro avg       0.25      0.50      0.33       124
weighted avg       0.25      0.50      0.33       124
",0.0,0.3333333333333333,62.0,0.0,0.5,,0.4203038740084943,0.4193548387096774,0.4193548387096774,62.0,0.0,0.0
0.5,0.2541333023518928,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        62
           1       0.00      0.00      0.00        62

    accuracy                           0.50       124
   macro avg       0.25      0.50      0.33       124
weighted avg       0.25      0.50      0.33       124
",0.0,0.3333333333333333,62.0,0.0,0.5,,0.6262475122247985,0.6391779396462018,0.6391779396462018,62.0,0.0,0.0
0.5,0.28108507085424383,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        62
           1       0.00      0.00      0.00        62

    accuracy                           0.50       124
   macro avg       0.25      0.50      0.33       124
weighted avg       0.25      0.50      0.33       124
",0.0,0.3333333333333333,62.0,0.0,0.5,,0.36967733710108297,0.2843392299687825,0.2843392299687825,62.0,0.0,0.0
