Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TP,TPR
0.5,0.362746437554772,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        84
           1       0.00      0.00      0.00        84

    accuracy                           0.50       168
   macro avg       0.25      0.50      0.33       168
weighted avg       0.25      0.50      0.33       168
",0.0,0.3333333333333333,84.0,0.0,0.5,,0.4081206452232714,0.33701814058956914,0.33701814058956914,84.0,0.0,0.0
0.5,0.35322803827971544,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        84
           1       0.00      0.00      0.00        84

    accuracy                           0.50       168
   macro avg       0.25      0.50      0.33       168
weighted avg       0.25      0.50      0.33       168
",0.0,0.3333333333333333,84.0,0.0,0.5,,0.611714411576099,0.7123015873015873,0.7123015873015873,84.0,0.0,0.0
0.5,0.3546320715866211,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        83
           1       0.00      0.00      0.00        83

    accuracy                           0.50       166
   macro avg       0.25      0.50      0.33       166
weighted avg       0.25      0.50      0.33       166
",0.0,0.3333333333333333,83.0,0.0,0.5,,0.5594909663258186,0.5305559587748585,0.5305559587748585,83.0,0.0,0.0
0.5,0.35354973922956384,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        83
           1       0.00      0.00      0.00        83

    accuracy                           0.50       166
   macro avg       0.25      0.50      0.33       166
weighted avg       0.25      0.50      0.33       166
",0.0,0.3333333333333333,83.0,0.0,0.5,,0.4096904323380454,0.38815502975758454,0.38815502975758454,83.0,0.0,0.0
0.5,0.31549075624898215,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        83
           1       0.00      0.00      0.00        83

    accuracy                           0.50       166
   macro avg       0.25      0.50      0.33       166
weighted avg       0.25      0.50      0.33       166
",0.0,0.3333333333333333,83.0,0.0,0.5,,0.6733833662910603,0.737988096966178,0.737988096966178,83.0,0.0,0.0
0.5,0.36781197330825854,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        83
           1       0.00      0.00      0.00        83

    accuracy                           0.50       166
   macro avg       0.25      0.50      0.33       166
weighted avg       0.25      0.50      0.33       166
",0.0,0.3333333333333333,83.0,0.0,0.5,,0.44076070903024783,0.39773552039483234,0.39773552039483234,83.0,0.0,0.0
0.5,0.3559568446611572,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        83
           1       0.00      0.00      0.00        83

    accuracy                           0.50       166
   macro avg       0.25      0.50      0.33       166
weighted avg       0.25      0.50      0.33       166
",0.0,0.3333333333333333,83.0,0.0,0.5,,0.38904132870447883,0.3289301785455073,0.3289301785455073,83.0,0.0,0.0
0.5,0.36507582003401395,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        83
           1       0.00      0.00      0.00        83

    accuracy                           0.50       166
   macro avg       0.25      0.50      0.33       166
weighted avg       0.25      0.50      0.33       166
",0.0,0.3333333333333333,83.0,0.0,0.5,,0.39364368807002403,0.3621715778777762,0.3621715778777762,83.0,0.0,0.0
0.5,0.35510848447307986,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        83
           1       0.00      0.00      0.00        83

    accuracy                           0.50       166
   macro avg       0.25      0.50      0.33       166
weighted avg       0.25      0.50      0.33       166
",0.0,0.3333333333333333,83.0,0.0,0.5,,0.6654906260825936,0.7169400493540427,0.7169400493540427,83.0,0.0,0.0
0.5,0.3425106837510236,"              precision    recall  f1-score   support

           0       0.50      1.00      0.67        83
           1       0.00      0.00      0.00        83

    accuracy                           0.50       166
   macro avg       0.25      0.50      0.33       166
weighted avg       0.25      0.50      0.33       166
",0.0,0.3333333333333333,83.0,0.0,0.5,,0.5474790741516273,0.6446508927275367,0.6446508927275367,83.0,0.0,0.0
