Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.9603960396039604,0.03806684927060013,"              precision    recall  f1-score   support

         0.0       0.96      1.00      0.98        97
         1.0       0.00      0.00      0.00         4

    accuracy                           0.96       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.92      0.96      0.94       101
",0.0,0.4898989898989899,4.0,0.0,0.9603960396039604,,0.024254674304901563,0.24742268041237114,0.24742268041237114,97.0,1.0,0.0,0.0
0.9603960396039604,0.038099534494546373,"              precision    recall  f1-score   support

         0.0       0.96      1.00      0.98        97
         1.0       0.00      0.00      0.00         4

    accuracy                           0.96       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.92      0.96      0.94       101
",0.0,0.4898989898989899,4.0,0.0,0.9603960396039604,,0.03694757331989498,0.4948453608247423,0.4948453608247423,97.0,1.0,0.0,0.0
0.9603960396039604,0.038119495903364574,"              precision    recall  f1-score   support

         0.0       0.96      1.00      0.98        97
         1.0       0.00      0.00      0.00         4

    accuracy                           0.96       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.92      0.96      0.94       101
",0.0,0.4898989898989899,4.0,0.0,0.9603960396039604,,0.05963274629486148,0.6958762886597938,0.6958762886597938,97.0,1.0,0.0,0.0
0.9603960396039604,0.03807022159603368,"              precision    recall  f1-score   support

         0.0       0.96      1.00      0.98        97
         1.0       0.00      0.00      0.00         4

    accuracy                           0.96       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.92      0.96      0.94       101
",0.0,0.4898989898989899,4.0,0.0,0.9603960396039604,,0.025241183222429193,0.25257731958762886,0.25257731958762886,97.0,1.0,0.0,0.0
0.9504950495049505,0.047064006788110097,"              precision    recall  f1-score   support

         0.0       0.95      1.00      0.97        96
         1.0       0.00      0.00      0.00         5

    accuracy                           0.95       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.90      0.95      0.93       101
",0.0,0.4873096446700507,5.0,0.0,0.9504950495049505,,0.08279750795428287,0.6645833333333333,0.6645833333333333,96.0,1.0,0.0,0.0
0.9504950495049505,0.04705705374213157,"              precision    recall  f1-score   support

         0.0       0.95      1.00      0.97        96
         1.0       0.00      0.00      0.00         5

    accuracy                           0.95       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.90      0.95      0.93       101
",0.0,0.4873096446700507,5.0,0.0,0.9504950495049505,,0.059813123043966694,0.6229166666666667,0.6229166666666667,96.0,1.0,0.0,0.0
0.9504950495049505,0.04704683782382618,"              precision    recall  f1-score   support

         0.0       0.95      1.00      0.97        96
         1.0       0.00      0.00      0.00         5

    accuracy                           0.95       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.90      0.95      0.93       101
",0.0,0.4873096446700507,5.0,0.0,0.9504950495049505,,0.304917731047762,0.8250000000000001,0.8250000000000001,96.0,1.0,0.0,0.0
0.9504950495049505,0.04715455245582289,"              precision    recall  f1-score   support

         0.0       0.95      1.00      0.97        96
         1.0       0.00      0.00      0.00         5

    accuracy                           0.95       101
   macro avg       0.48      0.50      0.49       101
weighted avg       0.90      0.95      0.93       101
",0.0,0.4873096446700507,5.0,0.0,0.9504950495049505,,0.04606350105316724,0.34375,0.34375,96.0,1.0,0.0,0.0
0.96,0.03846834414011864,"              precision    recall  f1-score   support

         0.0       0.96      1.00      0.98        96
         1.0       0.00      0.00      0.00         4

    accuracy                           0.96       100
   macro avg       0.48      0.50      0.49       100
weighted avg       0.92      0.96      0.94       100
",0.0,0.4897959183673469,4.0,0.0,0.96,,0.12985370238659713,0.8411458333333333,0.8411458333333333,96.0,1.0,0.0,0.0
0.96,0.0384611531023151,"              precision    recall  f1-score   support

         0.0       0.96      1.00      0.98        96
         1.0       0.00      0.00      0.00         4

    accuracy                           0.96       100
   macro avg       0.48      0.50      0.49       100
weighted avg       0.92      0.96      0.94       100
",0.0,0.4897959183673469,4.0,0.0,0.96,,0.07432862937627002,0.765625,0.765625,96.0,1.0,0.0,0.0
