Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FNR,FP,FPR,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.4117647058823529,0.32825152068321684,"              precision    recall  f1-score   support

         0.0       1.00      0.35      0.52        93
         1.0       0.13      1.00      0.23         9

    accuracy                           0.41       102
   macro avg       0.57      0.68      0.38       102
weighted avg       0.92      0.41      0.50       102
",0.0884718498659518,0.3772893772893773,0.0,0.0,60.0,0.6451612903225806,1.0,0.13043478260869565,0.6097560975609756,0.8279569892473118,0.8279569892473118,33.0,0.3548387096774194,9.0,1.0
0.35294117647058826,0.3694750310224354,"              precision    recall  f1-score   support

         0.0       0.97      0.30      0.46        93
         1.0       0.11      0.89      0.20         9

    accuracy                           0.35       102
   macro avg       0.54      0.59      0.33       102
weighted avg       0.89      0.35      0.44       102
",0.04510638297872349,0.3270691723310676,1.0,0.1111111111111111,65.0,0.6989247311827957,0.9655172413793104,0.1095890410958904,0.5266467102637316,0.7072879330943848,0.7072879330943848,28.0,0.3010752688172043,8.0,0.8888888888888888
0.5098039215686274,0.30174244520534377,"              precision    recall  f1-score   support

         0.0       1.00      0.46      0.63        93
         1.0       0.15      1.00      0.26         9

    accuracy                           0.51       102
   macro avg       0.58      0.73      0.45       102
weighted avg       0.93      0.51      0.60       102
",0.1317671092951993,0.44852941176470584,0.0,0.0,50.0,0.5376344086021505,1.0,0.15254237288135594,0.6,0.8064516129032258,0.8064516129032258,43.0,0.46236559139784944,9.0,1.0
0.35294117647058826,0.3508063065830489,"              precision    recall  f1-score   support

         0.0       1.00      0.29      0.45        93
         1.0       0.12      1.00      0.21         9

    accuracy                           0.35       102
   macro avg       0.56      0.65      0.33       102
weighted avg       0.92      0.35      0.43       102
",0.06733167082294245,0.3321428571428572,0.0,0.0,66.0,0.7096774193548387,1.0,0.12,0.5833333333333334,0.7580645161290323,0.7580645161290323,27.0,0.2903225806451613,9.0,1.0
0.45098039215686275,0.343646232267219,"              precision    recall  f1-score   support

         0.0       1.00      0.40      0.57        93
         1.0       0.14      1.00      0.24         9

    accuracy                           0.45       102
   macro avg       0.57      0.70      0.41       102
weighted avg       0.92      0.45      0.54       102
",0.10442144873000947,0.4062370062370062,0.0,0.0,56.0,0.6021505376344086,1.0,0.13846153846153847,0.537588813303099,0.7598566308243727,0.7598566308243727,37.0,0.3978494623655914,9.0,1.0
0.4117647058823529,0.31684097108722886,"              precision    recall  f1-score   support

         0.0       1.00      0.35      0.52        93
         1.0       0.13      1.00      0.23         9

    accuracy                           0.41       102
   macro avg       0.57      0.68      0.38       102
weighted avg       0.92      0.41      0.50       102
",0.0884718498659518,0.3772893772893773,0.0,0.0,60.0,0.6451612903225806,1.0,0.13043478260869565,0.4362899681836559,0.7365591397849462,0.7365591397849462,33.0,0.3548387096774194,9.0,1.0
0.40594059405940597,0.3680345191816931,"              precision    recall  f1-score   support

         0.0       1.00      0.35      0.52        92
         1.0       0.13      1.00      0.23         9

    accuracy                           0.41       101
   macro avg       0.57      0.67      0.37       101
weighted avg       0.92      0.41      0.49       101
",0.08679927667269449,0.37344913151364767,0.0,0.0,60.0,0.6521739130434783,1.0,0.13043478260869565,0.4763842643975829,0.7077294685990339,0.7077294685990339,32.0,0.34782608695652173,9.0,1.0
0.3564356435643564,0.36219885684803815,"              precision    recall  f1-score   support

         0.0       1.00      0.29      0.45        92
         1.0       0.12      1.00      0.22         9

    accuracy                           0.36       101
   macro avg       0.56      0.65      0.34       101
weighted avg       0.92      0.36      0.43       101
",0.06892639341937301,0.3353244912422801,0.0,0.0,65.0,0.7065217391304348,1.0,0.12162162162162163,0.59375,0.7880434782608695,0.7880434782608695,27.0,0.29347826086956524,9.0,1.0
0.3564356435643564,0.35154197588671804,"              precision    recall  f1-score   support

         0.0       1.00      0.29      0.45        92
         1.0       0.12      1.00      0.22         9

    accuracy                           0.36       101
   macro avg       0.56      0.65      0.34       101
weighted avg       0.92      0.36      0.43       101
",0.06892639341937301,0.3353244912422801,0.0,0.0,65.0,0.7065217391304348,1.0,0.12162162162162163,0.5503126503126503,0.7922705314009661,0.7922705314009661,27.0,0.29347826086956524,9.0,1.0
0.37623762376237624,0.334818032314494,"              precision    recall  f1-score   support

         0.0       1.00      0.32      0.48        92
         1.0       0.12      1.00      0.22         9

    accuracy                           0.38       101
   macro avg       0.56      0.66      0.35       101
weighted avg       0.92      0.38      0.46       101
",0.07581699346405235,0.35078053259871445,0.0,0.0,63.0,0.6847826086956522,1.0,0.125,0.21984336114770897,0.6968599033816425,0.6968599033816425,29.0,0.31521739130434784,9.0,1.0
