Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,FPR,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.4158415841584158,0.3326419497950657,"              precision    recall  f1-score   support

         0.0       1.00      0.39      0.56        97
         1.0       0.06      1.00      0.12         4

    accuracy                           0.42       101
   macro avg       0.53      0.70      0.34       101
weighted avg       0.96      0.42      0.55       101
",0.04853903879929755,0.34118297401879494,0.0,59.0,0.6082474226804123,1.0,0.06349206349206349,0.4351604278074866,0.8067010309278351,0.8067010309278351,38.0,0.3917525773195876,4.0,1.0
0.5544554455445545,0.3197219435534225,"              precision    recall  f1-score   support

         0.0       1.00      0.54      0.70        97
         1.0       0.08      1.00      0.15         4

    accuracy                           0.55       101
   macro avg       0.54      0.77      0.42       101
weighted avg       0.96      0.55      0.68       101
",0.08385406168111276,0.42446498670381155,0.0,45.0,0.4639175257731959,1.0,0.08163265306122448,0.5606060606060606,0.8505154639175257,0.8505154639175257,52.0,0.5360824742268041,4.0,1.0
0.3465346534653465,0.35552159898647173,"              precision    recall  f1-score   support

         0.0       1.00      0.32      0.48        97
         1.0       0.06      1.00      0.11         4

    accuracy                           0.35       101
   macro avg       0.53      0.66      0.30       101
weighted avg       0.96      0.35      0.47       101
",0.03586925079548753,0.296241554054054,0.0,66.0,0.6804123711340206,1.0,0.05714285714285714,0.5540540540540541,0.8298969072164948,0.8298969072164948,31.0,0.31958762886597936,4.0,1.0
0.6435643564356436,0.2735239810564222,"              precision    recall  f1-score   support

         0.0       0.98      0.64      0.77        97
         1.0       0.08      0.75      0.14         4

    accuracy                           0.64       101
   macro avg       0.53      0.69      0.46       101
weighted avg       0.95      0.64      0.75       101
",0.07668867445403749,0.45892857142857135,1.0,35.0,0.36082474226804123,0.9841269841269841,0.07894736842105263,0.44110418566940307,0.7963917525773196,0.7963917525773196,62.0,0.6391752577319587,3.0,0.75
0.43564356435643564,0.32564666615888854,"              precision    recall  f1-score   support

         0.0       1.00      0.41      0.58        96
         1.0       0.08      1.00      0.15         5

    accuracy                           0.44       101
   macro avg       0.54      0.70      0.36       101
weighted avg       0.95      0.44      0.56       101
",0.06344558321132265,0.36351575456053065,0.0,57.0,0.59375,1.0,0.08064516129032258,0.3960911637382225,0.834375,0.834375,39.0,0.40625,5.0,1.0
0.36633663366336633,0.3439386993287676,"              precision    recall  f1-score   support

         0.0       1.00      0.33      0.50        96
         1.0       0.07      1.00      0.14         5

    accuracy                           0.37       101
   macro avg       0.54      0.67      0.32       101
weighted avg       0.95      0.37      0.48       101
",0.047169811320754707,0.31756756756756754,0.0,64.0,0.6666666666666666,1.0,0.07246376811594203,0.5675675675675675,0.8333333333333334,0.8333333333333334,32.0,0.3333333333333333,5.0,1.0
0.44554455445544555,0.31081443784988866,"              precision    recall  f1-score   support

         0.0       1.00      0.42      0.59        96
         1.0       0.08      1.00      0.15         5

    accuracy                           0.45       101
   macro avg       0.54      0.71      0.37       101
weighted avg       0.95      0.45      0.57       101
",0.06605019815059454,0.3698752228163993,0.0,56.0,0.5833333333333334,1.0,0.08196721311475409,0.2934782608695652,0.8125,0.8125,40.0,0.4166666666666667,5.0,1.0
0.26732673267326734,0.3474848093417408,"              precision    recall  f1-score   support

         0.0       1.00      0.23      0.37        96
         1.0       0.06      1.00      0.12         5

    accuracy                           0.27       101
   macro avg       0.53      0.61      0.25       101
weighted avg       0.95      0.27      0.36       101
",0.02859370938393546,0.2459644874899112,0.0,74.0,0.7708333333333334,1.0,0.06329113924050633,0.2614431981218208,0.69375,0.69375,22.0,0.22916666666666666,5.0,1.0
0.44,0.32456549856854044,"              precision    recall  f1-score   support

         0.0       1.00      0.42      0.59        96
         1.0       0.07      1.00      0.12         4

    accuracy                           0.44       100
   macro avg       0.53      0.71      0.36       100
weighted avg       0.96      0.44      0.57       100
",0.05405405405405406,0.35661764705882354,0.0,56.0,0.5833333333333334,1.0,0.06666666666666667,0.49999999999999994,0.9114583333333334,0.9114583333333334,40.0,0.4166666666666667,4.0,1.0
0.19,0.36667039308704047,"              precision    recall  f1-score   support

         0.0       1.00      0.16      0.27        96
         1.0       0.05      1.00      0.09         4

    accuracy                           0.19       100
   macro avg       0.52      0.58      0.18       100
weighted avg       0.96      0.19      0.26       100
",0.014598540145985273,0.18007895535985424,0.0,81.0,0.84375,1.0,0.047058823529411764,0.5476190476190477,0.8020833333333333,0.8020833333333333,15.0,0.15625,4.0,1.0
