Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FNR,FP,FPR,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.6039603960396039,0.19749677617083394,"              precision    recall  f1-score   support

         0.0       1.00      0.52      0.69        84
         1.0       0.30      1.00      0.46        17

    accuracy                           0.60       101
   macro avg       0.65      0.76      0.57       101
weighted avg       0.88      0.60      0.65       101
",0.27023121387283244,0.5734797297297298,0.0,0.0,40.0,0.47619047619047616,1.0,0.2982456140350877,0.6491228070175439,0.7619047619047619,0.7619047619047619,44.0,0.5238095238095238,17.0,1.0
0.45544554455445546,0.33871040982814427,"              precision    recall  f1-score   support

         0.0       1.00      0.35      0.51        84
         1.0       0.24      1.00      0.38        17

    accuracy                           0.46       101
   macro avg       0.62      0.67      0.45       101
weighted avg       0.87      0.46      0.49       101
",0.150741476838404,0.4476484040966491,0.0,0.0,55.0,0.6547619047619048,1.0,0.2361111111111111,0.6180555555555556,0.6726190476190477,0.6726190476190477,29.0,0.34523809523809523,17.0,1.0
0.5742574257425742,0.2813030099747836,"              precision    recall  f1-score   support

         0.0       1.00      0.48      0.65        83
         1.0       0.30      1.00      0.46        18

    accuracy                           0.57       101
   macro avg       0.65      0.74      0.55       101
weighted avg       0.87      0.57      0.62       101
",0.24900570638077124,0.5530513532983431,0.0,0.0,43.0,0.5180722891566265,1.0,0.29508196721311475,0.6475409836065573,0.7409638554216867,0.7409638554216867,40.0,0.4819277108433735,18.0,1.0
0.504950495049505,0.30303081353473793,"              precision    recall  f1-score   support

         0.0       0.77      0.57      0.65        83
         1.0       0.10      0.22      0.14        18

    accuracy                           0.50       101
   macro avg       0.44      0.39      0.40       101
weighted avg       0.65      0.50      0.56       101
",-0.14305115436849247,0.3953544061302682,14.0,0.7777777777777778,36.0,0.43373493975903615,0.7704918032786885,0.1,0.26999141504738944,0.5277777777777778,0.5277777777777778,47.0,0.5662650602409639,4.0,0.2222222222222222
0.6336633663366337,0.2479996439607426,"              precision    recall  f1-score   support

         0.0       1.00      0.55      0.71        83
         1.0       0.33      1.00      0.49        18

    accuracy                           0.63       101
   macro avg       0.66      0.78      0.60       101
weighted avg       0.88      0.63      0.67       101
",0.3070647135175226,0.6031644897525752,0.0,0.0,37.0,0.4457831325301205,1.0,0.32727272727272727,0.5949685534591196,0.754016064257028,0.754016064257028,46.0,0.5542168674698795,18.0,1.0
0.5841584158415841,0.2771559714717675,"              precision    recall  f1-score   support

         0.0       1.00      0.49      0.66        83
         1.0       0.30      1.00      0.46        18

    accuracy                           0.58       101
   macro avg       0.65      0.75      0.56       101
weighted avg       0.88      0.58      0.63       101
",0.2581322140608604,0.5614143920595533,0.0,0.0,42.0,0.5060240963855421,1.0,0.3,0.4974963322585523,0.6700133868808568,0.6700133868808568,41.0,0.4939759036144578,18.0,1.0
0.6138613861386139,0.254185538331419,"              precision    recall  f1-score   support

         0.0       1.00      0.53      0.69        83
         1.0       0.32      1.00      0.48        18

    accuracy                           0.61       101
   macro avg       0.66      0.77      0.59       101
weighted avg       0.88      0.61      0.65       101
",0.2868006518196632,0.5864566929133859,0.0,0.0,39.0,0.46987951807228917,1.0,0.3157894736842105,0.6636363636363636,0.7771084337349398,0.7771084337349398,44.0,0.5301204819277109,18.0,1.0
0.5841584158415841,0.2676417552434226,"              precision    recall  f1-score   support

         0.0       0.92      0.54      0.68        83
         1.0       0.27      0.78      0.40        18

    accuracy                           0.58       101
   macro avg       0.59      0.66      0.54       101
weighted avg       0.80      0.58      0.63       101
",0.18391689111196607,0.5409090909090909,4.0,0.2222222222222222,38.0,0.4578313253012048,0.9183673469387755,0.2692307692307692,0.5064862392878345,0.6931057563587684,0.6931057563587684,45.0,0.5421686746987951,14.0,0.7777777777777778
0.5247524752475248,0.30330550812928675,"              precision    recall  f1-score   support

         0.0       1.00      0.42      0.59        83
         1.0       0.27      1.00      0.43        18

    accuracy                           0.52       101
   macro avg       0.64      0.71      0.51       101
weighted avg       0.87      0.52      0.56       101
",0.20628683693516703,0.5108958837772397,0.0,0.0,48.0,0.5783132530120482,1.0,0.2727272727272727,0.6363636363636364,0.7108433734939759,0.7108433734939759,35.0,0.42168674698795183,18.0,1.0
0.84,0.16551780811318842,"              precision    recall  f1-score   support

         0.0       0.84      1.00      0.91        83
         1.0       1.00      0.06      0.11        17

    accuracy                           0.84       100
   macro avg       0.92      0.53      0.51       100
weighted avg       0.87      0.84      0.78       100
",0.09399773499433728,0.5115995115995116,16.0,0.9411764705882353,0.0,0.0,0.8383838383838383,1.0,0.6722689075630253,0.7788802267895111,0.7788802267895111,83.0,1.0,1.0,0.058823529411764705
