Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,FPR,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.6666666666666666,0.2304156758118999,"              precision    recall  f1-score   support

         0.0       1.00      0.61      0.76        88
         1.0       0.29      1.00      0.45        14

    accuracy                           0.67       102
   macro avg       0.65      0.81      0.61       102
weighted avg       0.90      0.67      0.72       102
",0.30361445783132535,0.6060881417537483,0.0,34.0,0.38636363636363635,1.0,0.2916666666666667,0.6193684566024992,0.804788961038961,0.804788961038961,54.0,0.6136363636363636,14.0,1.0
0.6862745098039216,0.22135783343701038,"              precision    recall  f1-score   support

         0.0       0.98      0.65      0.78        88
         1.0       0.30      0.93      0.45        14

    accuracy                           0.69       102
   macro avg       0.64      0.79      0.61       102
weighted avg       0.89      0.69      0.74       102
",0.3031596925704526,0.6145488899385924,1.0,31.0,0.3522727272727273,0.9827586206896551,0.29545454545454547,0.15511826025724448,0.7978896103896104,0.7978896103896104,57.0,0.6477272727272727,13.0,0.9285714285714286
0.803921568627451,0.16135675225457988,"              precision    recall  f1-score   support

         0.0       1.00      0.77      0.87        88
         1.0       0.41      1.00      0.58        14

    accuracy                           0.80       102
   macro avg       0.71      0.89      0.73       102
weighted avg       0.92      0.80      0.83       102
",0.48275862068965514,0.7275641025641026,0.0,20.0,0.22727272727272727,1.0,0.4117647058823529,0.7121212121212122,0.8920454545454546,0.8920454545454546,68.0,0.7727272727272727,14.0,1.0
0.696078431372549,0.21321564149136962,"              precision    recall  f1-score   support

         0.0       1.00      0.65      0.79        88
         1.0       0.31      1.00      0.47        14

    accuracy                           0.70       102
   macro avg       0.66      0.82      0.63       102
weighted avg       0.91      0.70      0.74       102
",0.33543505674653207,0.6303915838690825,0.0,31.0,0.3522727272727273,1.0,0.3111111111111111,0.6590909090909091,0.8295454545454546,0.8295454545454546,57.0,0.6477272727272727,14.0,1.0
0.7227722772277227,0.20132472950825878,"              precision    recall  f1-score   support

         0.0       1.00      0.68      0.81        88
         1.0       0.32      1.00      0.48        13

    accuracy                           0.72       101
   macro avg       0.66      0.84      0.65       101
weighted avg       0.91      0.72      0.77       101
",0.3555150410209663,0.6461461461461462,0.0,28.0,0.3181818181818182,1.0,0.3170731707317073,0.393206769522559,0.7871503496503497,0.7871503496503497,60.0,0.6818181818181818,13.0,1.0
0.7623762376237624,0.18909352738235888,"              precision    recall  f1-score   support

         0.0       1.00      0.73      0.84        88
         1.0       0.35      1.00      0.52        13

    accuracy                           0.76       101
   macro avg       0.68      0.86      0.68       101
weighted avg       0.92      0.76      0.80       101
",0.4070450097847358,0.6810526315789474,0.0,24.0,0.2727272727272727,1.0,0.35135135135135137,0.6111576023340729,0.8474650349650349,0.8474650349650349,64.0,0.7272727272727273,13.0,1.0
0.7425742574257426,0.19402320858865946,"              precision    recall  f1-score   support

         0.0       1.00      0.70      0.83        88
         1.0       0.33      1.00      0.50        13

    accuracy                           0.74       101
   macro avg       0.67      0.85      0.66       101
weighted avg       0.91      0.74      0.78       101
",0.3803680981595092,0.6633333333333333,0.0,26.0,0.29545454545454547,1.0,0.3333333333333333,0.18345864661654135,0.8369755244755245,0.8369755244755245,62.0,0.7045454545454546,13.0,1.0
0.7227722772277227,0.2029150354806993,"              precision    recall  f1-score   support

         0.0       1.00      0.68      0.81        88
         1.0       0.32      1.00      0.48        13

    accuracy                           0.72       101
   macro avg       0.66      0.84      0.65       101
weighted avg       0.91      0.72      0.77       101
",0.3555150410209663,0.6461461461461462,0.0,28.0,0.3181818181818182,1.0,0.3170731707317073,0.5916330550723757,0.8212412587412588,0.8212412587412588,60.0,0.6818181818181818,13.0,1.0
0.7029702970297029,0.21367012591192125,"              precision    recall  f1-score   support

         0.0       1.00      0.66      0.79        88
         1.0       0.30      1.00      0.46        13

    accuracy                           0.70       101
   macro avg       0.65      0.83      0.63       101
weighted avg       0.91      0.70      0.75       101
",0.33230498016747456,0.6294031311154599,0.0,30.0,0.3409090909090909,1.0,0.3023255813953488,0.6547619047619048,0.8352272727272728,0.8352272727272728,58.0,0.6590909090909091,13.0,1.0
0.7623762376237624,0.17090653346966544,"              precision    recall  f1-score   support

         0.0       0.97      0.75      0.85        88
         1.0       0.33      0.85      0.48        13

    accuracy                           0.76       101
   macro avg       0.65      0.80      0.66       101
weighted avg       0.89      0.76      0.80       101
",0.36008447729672655,0.6622073578595317,2.0,22.0,0.25,0.9705882352941176,0.3333333333333333,0.3543447293447293,0.8763111888111887,0.8763111888111887,66.0,0.75,11.0,0.8461538461538461
