Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,FPR,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.84375,0.1433958311661557,"              precision    recall  f1-score   support

         0.0       1.00      0.71      0.83        51
         1.0       0.75      1.00      0.86        45

    accuracy                           0.84        96
   macro avg       0.88      0.85      0.84        96
weighted avg       0.88      0.84      0.84        96
",0.6923076923076923,0.8423645320197044,0.0,15.0,0.29411764705882354,1.0,0.75,0.8808615819209039,0.8947712418300653,0.8947712418300653,36.0,0.7058823529411765,45.0,1.0
0.8333333333333334,0.15359600588641098,"              precision    recall  f1-score   support

         0.0       1.00      0.69      0.82        52
         1.0       0.73      1.00      0.85        44

    accuracy                           0.83        96
   macro avg       0.87      0.85      0.83        96
weighted avg       0.88      0.83      0.83        96
",0.6734693877551021,0.8321678321678321,0.0,16.0,0.3076923076923077,1.0,0.7333333333333333,0.8515151515151514,0.8417832167832168,0.8417832167832168,36.0,0.6923076923076923,44.0,1.0
0.84375,0.14002449527527425,"              precision    recall  f1-score   support

         0.0       1.00      0.71      0.83        52
         1.0       0.75      1.00      0.85        44

    accuracy                           0.84        96
   macro avg       0.87      0.86      0.84        96
weighted avg       0.88      0.84      0.84        96
",0.6933560477001703,0.8429148030980691,0.0,15.0,0.28846153846153844,1.0,0.7457627118644068,0.8793103448275862,0.8653846153846154,0.8653846153846154,37.0,0.7115384615384616,44.0,1.0
0.875,0.12590466990575006,"              precision    recall  f1-score   support

         0.0       1.00      0.77      0.87        52
         1.0       0.79      1.00      0.88        44

    accuracy                           0.88        96
   macro avg       0.89      0.88      0.87        96
weighted avg       0.90      0.88      0.87        96
",0.7534246575342466,0.8747826086956523,0.0,12.0,0.23076923076923078,1.0,0.7857142857142857,0.8928571428571428,0.8846153846153846,0.8846153846153846,40.0,0.7692307692307693,44.0,1.0
0.8125,0.15414075653184467,"              precision    recall  f1-score   support

         0.0       1.00      0.65      0.79        52
         1.0       0.71      1.00      0.83        44

    accuracy                           0.81        96
   macro avg       0.85      0.83      0.81        96
weighted avg       0.87      0.81      0.81        96
",0.6338983050847458,0.8104431768319439,0.0,18.0,0.34615384615384615,1.0,0.7096774193548387,0.8728813559322034,0.8557692307692307,0.8557692307692307,34.0,0.6538461538461539,44.0,1.0
0.7916666666666666,0.16786251059095014,"              precision    recall  f1-score   support

         0.0       1.00      0.62      0.76        52
         1.0       0.69      1.00      0.81        44

    accuracy                           0.79        96
   macro avg       0.84      0.81      0.79        96
weighted avg       0.86      0.79      0.79        96
",0.5945945945945945,0.7883597883597884,0.0,20.0,0.38461538461538464,1.0,0.6875,0.8492063492063492,0.8173076923076923,0.8173076923076923,32.0,0.6153846153846154,44.0,1.0
0.7708333333333334,0.17610821082528572,"              precision    recall  f1-score   support

         0.0       1.00      0.58      0.73        52
         1.0       0.67      1.00      0.80        44

    accuracy                           0.77        96
   macro avg       0.83      0.79      0.77        96
weighted avg       0.85      0.77      0.76        96
",0.5555555555555556,0.7658536585365854,0.0,22.0,0.4230769230769231,1.0,0.6666666666666666,0.8384615384615385,0.7980769230769231,0.7980769230769231,30.0,0.5769230769230769,44.0,1.0
0.7708333333333334,0.17336521725280632,"              precision    recall  f1-score   support

         0.0       1.00      0.58      0.73        52
         1.0       0.67      1.00      0.80        44

    accuracy                           0.77        96
   macro avg       0.83      0.79      0.77        96
weighted avg       0.85      0.77      0.76        96
",0.5555555555555556,0.7658536585365854,0.0,22.0,0.4230769230769231,1.0,0.6666666666666666,0.84375,0.8076923076923077,0.8076923076923077,30.0,0.5769230769230769,44.0,1.0
0.8541666666666666,0.13770922406000283,"              precision    recall  f1-score   support

         0.0       1.00      0.73      0.84        52
         1.0       0.76      1.00      0.86        44

    accuracy                           0.85        96
   macro avg       0.88      0.87      0.85        96
weighted avg       0.89      0.85      0.85        96
",0.7133105802047781,0.8535947712418299,0.0,14.0,0.2692307692307692,1.0,0.7586206896551724,0.8793103448275862,0.8653846153846154,0.8653846153846154,38.0,0.7307692307692307,44.0,1.0
0.8020833333333334,0.1618893776424699,"              precision    recall  f1-score   support

         0.0       1.00      0.63      0.78        52
         1.0       0.70      1.00      0.82        44

    accuracy                           0.80        96
   macro avg       0.85      0.82      0.80        96
weighted avg       0.86      0.80      0.80        96
",0.6142131979695431,0.7994502473886751,0.0,19.0,0.36538461538461536,1.0,0.6984126984126984,0.7922077922077922,0.7963286713286714,0.7963286713286714,33.0,0.6346153846153846,44.0,1.0
