Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,FPR,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.84375,0.14146590348305857,"              precision    recall  f1-score   support

         0.0       1.00      0.71      0.83        51
         1.0       0.75      1.00      0.86        45

    accuracy                           0.84        96
   macro avg       0.88      0.85      0.84        96
weighted avg       0.88      0.84      0.84        96
",0.6923076923076923,0.8423645320197044,0.0,15.0,0.29411764705882354,1.0,0.75,0.8813559322033898,0.8627450980392156,0.8627450980392156,36.0,0.7058823529411765,45.0,1.0
0.8333333333333334,0.15211438306464048,"              precision    recall  f1-score   support

         0.0       1.00      0.69      0.82        52
         1.0       0.73      1.00      0.85        44

    accuracy                           0.83        96
   macro avg       0.87      0.85      0.83        96
weighted avg       0.88      0.83      0.83        96
",0.6734693877551021,0.8321678321678321,0.0,16.0,0.3076923076923077,1.0,0.7333333333333333,0.8515151515151514,0.8417832167832168,0.8417832167832168,36.0,0.6923076923076923,44.0,1.0
0.84375,0.1407836990309981,"              precision    recall  f1-score   support

         0.0       1.00      0.71      0.83        52
         1.0       0.75      1.00      0.85        44

    accuracy                           0.84        96
   macro avg       0.87      0.86      0.84        96
weighted avg       0.88      0.84      0.84        96
",0.6933560477001703,0.8429148030980691,0.0,15.0,0.28846153846153844,1.0,0.7457627118644068,0.8728813559322034,0.8557692307692308,0.8557692307692308,37.0,0.7115384615384616,44.0,1.0
0.875,0.12558042646772424,"              precision    recall  f1-score   support

         0.0       1.00      0.77      0.87        52
         1.0       0.79      1.00      0.88        44

    accuracy                           0.88        96
   macro avg       0.89      0.88      0.87        96
weighted avg       0.90      0.88      0.87        96
",0.7534246575342466,0.8747826086956523,0.0,12.0,0.23076923076923078,1.0,0.7857142857142857,0.8928571428571428,0.8846153846153846,0.8846153846153846,40.0,0.7692307692307693,44.0,1.0
0.8229166666666666,0.15283534280722633,"              precision    recall  f1-score   support

         0.0       1.00      0.67      0.80        52
         1.0       0.72      1.00      0.84        44

    accuracy                           0.82        96
   macro avg       0.86      0.84      0.82        96
weighted avg       0.87      0.82      0.82        96
",0.6536502546689303,0.8213464696223317,0.0,17.0,0.3269230769230769,1.0,0.7213114754098361,0.860655737704918,0.8365384615384616,0.8365384615384616,35.0,0.6730769230769231,44.0,1.0
0.7916666666666666,0.1669758440617759,"              precision    recall  f1-score   support

         0.0       1.00      0.62      0.76        52
         1.0       0.69      1.00      0.81        44

    accuracy                           0.79        96
   macro avg       0.84      0.81      0.79        96
weighted avg       0.86      0.79      0.79        96
",0.5945945945945945,0.7883597883597884,0.0,20.0,0.38461538461538464,1.0,0.6875,0.8492063492063492,0.8173076923076923,0.8173076923076923,32.0,0.6153846153846154,44.0,1.0
0.78125,0.17338420755075923,"              precision    recall  f1-score   support

         0.0       1.00      0.60      0.75        52
         1.0       0.68      1.00      0.81        44

    accuracy                           0.78        96
   macro avg       0.84      0.80      0.78        96
weighted avg       0.85      0.78      0.77        96
",0.5750421585160203,0.7771637006742567,0.0,21.0,0.40384615384615385,1.0,0.676923076923077,0.8384615384615385,0.7980769230769231,0.7980769230769231,31.0,0.5961538461538461,44.0,1.0
0.7708333333333334,0.173942662994552,"              precision    recall  f1-score   support

         0.0       1.00      0.58      0.73        52
         1.0       0.67      1.00      0.80        44

    accuracy                           0.77        96
   macro avg       0.83      0.79      0.77        96
weighted avg       0.85      0.77      0.76        96
",0.5555555555555556,0.7658536585365854,0.0,22.0,0.4230769230769231,1.0,0.6666666666666666,0.84375,0.8076923076923077,0.8076923076923077,30.0,0.5769230769230769,44.0,1.0
0.8541666666666666,0.1376533214500453,"              precision    recall  f1-score   support

         0.0       1.00      0.73      0.84        52
         1.0       0.76      1.00      0.86        44

    accuracy                           0.85        96
   macro avg       0.88      0.87      0.85        96
weighted avg       0.89      0.85      0.85        96
",0.7133105802047781,0.8535947712418299,0.0,14.0,0.2692307692307692,1.0,0.7586206896551724,0.8793103448275862,0.8653846153846154,0.8653846153846154,38.0,0.7307692307692307,44.0,1.0
0.8020833333333334,0.1618841657002887,"              precision    recall  f1-score   support

         0.0       1.00      0.63      0.78        52
         1.0       0.70      1.00      0.82        44

    accuracy                           0.80        96
   macro avg       0.85      0.82      0.80        96
weighted avg       0.86      0.80      0.80        96
",0.6142131979695431,0.7994502473886751,0.0,19.0,0.36538461538461536,1.0,0.6984126984126984,0.8492063492063492,0.8173076923076923,0.8173076923076923,33.0,0.6346153846153846,44.0,1.0
