Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,FPR,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.7281553398058253,0.20511399963854732,"              precision    recall  f1-score   support

         0.0       1.00      0.65      0.79        80
         1.0       0.45      1.00      0.62        23

    accuracy                           0.73       103
   macro avg       0.73      0.82      0.70       103
weighted avg       0.88      0.73      0.75       103
",0.4533737680060651,0.7047502047502048,0.0,28.0,0.35,1.0,0.45098039215686275,0.7395833333333334,0.84375,0.84375,52.0,0.65,23.0,1.0
0.7669902912621359,0.17863583422746462,"              precision    recall  f1-score   support

         0.0       1.00      0.70      0.82        80
         1.0       0.49      1.00      0.66        23

    accuracy                           0.77       103
   macro avg       0.74      0.85      0.74       103
weighted avg       0.89      0.77      0.79       103
",0.5103011093502376,0.7403361344537815,0.0,24.0,0.3,1.0,0.48936170212765956,0.7428312629399586,0.8709239130434783,0.8709239130434783,56.0,0.7,23.0,1.0
0.7766990291262136,0.1797468485416201,"              precision    recall  f1-score   support

         0.0       1.00      0.71      0.83        80
         1.0       0.50      1.00      0.67        23

    accuracy                           0.78       103
   macro avg       0.75      0.86      0.75       103
weighted avg       0.89      0.78      0.80       103
",0.5253456221198156,0.7493917274939172,0.0,23.0,0.2875,1.0,0.5,0.7000185804533632,0.8500000000000001,0.8500000000000001,57.0,0.7125,23.0,1.0
0.7378640776699029,0.2045823896552921,"              precision    recall  f1-score   support

         0.0       1.00      0.66      0.80        80
         1.0       0.46      1.00      0.63        23

    accuracy                           0.74       103
   macro avg       0.73      0.83      0.71       103
weighted avg       0.88      0.74      0.76       103
",0.46713929871622906,0.7135647337521887,0.0,27.0,0.3375,1.0,0.46,0.73,0.83125,0.83125,53.0,0.6625,23.0,1.0
0.7475728155339806,0.19447473930742035,"              precision    recall  f1-score   support

         0.0       1.00      0.68      0.81        80
         1.0       0.47      1.00      0.64        23

    accuracy                           0.75       103
   macro avg       0.73      0.84      0.72       103
weighted avg       0.88      0.75      0.77       103
",0.4812088337853545,0.7224295190713101,0.0,26.0,0.325,1.0,0.46938775510204084,0.7395833333333334,0.84375,0.84375,54.0,0.675,23.0,1.0
0.7184466019417476,0.2066081244139481,"              precision    recall  f1-score   support

         0.0       1.00      0.64      0.78        80
         1.0       0.44      1.00      0.61        23

    accuracy                           0.72       103
   macro avg       0.72      0.82      0.70       103
weighted avg       0.88      0.72      0.74       103
",0.4399024939058692,0.6959796437659033,0.0,29.0,0.3625,1.0,0.4423076923076923,0.7254901960784313,0.8250000000000001,0.8250000000000001,51.0,0.6375,23.0,1.0
0.7254901960784313,0.2011543488710879,"              precision    recall  f1-score   support

         0.0       0.98      0.66      0.79        80
         1.0       0.44      0.95      0.60        22

    accuracy                           0.73       102
   macro avg       0.71      0.81      0.70       102
weighted avg       0.86      0.73      0.75       102
",0.431980906921241,0.6955223880597015,1.0,27.0,0.3375,0.9814814814814815,0.4375,0.6922987940566472,0.81875,0.81875,53.0,0.6625,21.0,0.9545454545454546
0.7549019607843137,0.19774410975336473,"              precision    recall  f1-score   support

         0.0       1.00      0.69      0.81        80
         1.0       0.47      1.00      0.64        22

    accuracy                           0.75       102
   macro avg       0.73      0.84      0.73       102
weighted avg       0.89      0.75      0.78       102
",0.48692152917505027,0.7262479871175523,0.0,25.0,0.3125,1.0,0.46808510638297873,0.7391304347826086,0.85,0.85,55.0,0.6875,22.0,1.0
0.803921568627451,0.16731008821736082,"              precision    recall  f1-score   support

         0.0       1.00      0.75      0.86        79
         1.0       0.53      1.00      0.70        23

    accuracy                           0.80       102
   macro avg       0.77      0.87      0.78       102
weighted avg       0.90      0.80      0.82       102
",0.5708876735380732,0.7760210803689065,0.0,20.0,0.25316455696202533,1.0,0.5348837209302325,0.7804878048780488,0.8860759493670887,0.8860759493670887,59.0,0.7468354430379747,23.0,1.0
0.7058823529411765,0.21352167395796467,"              precision    recall  f1-score   support

         0.0       1.00      0.62      0.77        79
         1.0       0.43      1.00      0.61        23

    accuracy                           0.71       102
   macro avg       0.72      0.81      0.69       102
weighted avg       0.87      0.71      0.73       102
",0.42416258938652607,0.6854440789473684,0.0,30.0,0.379746835443038,1.0,0.4339622641509434,0.7395833333333334,0.8417721518987342,0.8417721518987342,49.0,0.620253164556962,23.0,1.0
