Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,FPR,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.6274509803921569,0.23918734865182478,"              precision    recall  f1-score   support

         0.0       1.00      0.57      0.72        88
         1.0       0.27      1.00      0.42        14

    accuracy                           0.63       102
   macro avg       0.63      0.78      0.57       102
weighted avg       0.90      0.63      0.68       102
",0.26535253980288087,0.5744400527009222,0.0,38.0,0.4318181818181818,1.0,0.2692307692307692,0.6521739130434783,0.8181818181818181,0.8181818181818181,50.0,0.5681818181818182,14.0,1.0
0.6372549019607843,0.23697993952876914,"              precision    recall  f1-score   support

         0.0       0.98      0.59      0.74        88
         1.0       0.27      0.93      0.41        14

    accuracy                           0.64       102
   macro avg       0.62      0.76      0.58       102
weighted avg       0.88      0.64      0.69       102
",0.2532647407993668,0.5751435325903411,1.0,36.0,0.4090909090909091,0.9811320754716981,0.2653061224489796,0.6169982320991638,0.7966720779220778,0.7966720779220778,52.0,0.5909090909090909,13.0,0.9285714285714286
0.7352941176470589,0.18842568746171906,"              precision    recall  f1-score   support

         0.0       1.00      0.69      0.82        88
         1.0       0.34      1.00      0.51        14

    accuracy                           0.74       102
   macro avg       0.67      0.85      0.66       102
weighted avg       0.91      0.74      0.78       102
",0.3827879874495742,0.663941427699817,0.0,27.0,0.3068181818181818,1.0,0.34146341463414637,0.7058823529411764,0.8863636363636364,0.8863636363636364,61.0,0.6931818181818182,14.0,1.0
0.6568627450980392,0.22865550698000794,"              precision    recall  f1-score   support

         0.0       1.00      0.60      0.75        88
         1.0       0.29      1.00      0.44        14

    accuracy                           0.66       102
   macro avg       0.64      0.80      0.60       102
weighted avg       0.90      0.66      0.71       102
",0.2936288088642659,0.5981087470449172,0.0,35.0,0.3977272727272727,1.0,0.2857142857142857,0.6590909090909091,0.8295454545454546,0.8295454545454546,53.0,0.6022727272727273,14.0,1.0
0.7029702970297029,0.21150988278890803,"              precision    recall  f1-score   support

         0.0       1.00      0.66      0.79        88
         1.0       0.30      1.00      0.46        13

    accuracy                           0.70       101
   macro avg       0.65      0.83      0.63       101
weighted avg       0.91      0.70      0.75       101
",0.33230498016747456,0.6294031311154599,0.0,30.0,0.3409090909090909,1.0,0.3023255813953488,0.6625,0.8465909090909091,0.8465909090909091,58.0,0.6590909090909091,13.0,1.0
0.594059405940594,0.24619887853343772,"              precision    recall  f1-score   support

         0.0       1.00      0.53      0.70        88
         1.0       0.24      1.00      0.39        13

    accuracy                           0.59       101
   macro avg       0.62      0.77      0.54       101
weighted avg       0.90      0.59      0.66       101
",0.2278575424202871,0.5421779988944168,0.0,41.0,0.4659090909090909,1.0,0.24074074074074073,0.6805555555555556,0.8693181818181818,0.8693181818181818,47.0,0.5340909090909091,13.0,1.0
0.6336633663366337,0.22719072255969922,"              precision    recall  f1-score   support

         0.0       1.00      0.58      0.73        88
         1.0       0.26      1.00      0.41        13

    accuracy                           0.63       101
   macro avg       0.63      0.79      0.57       101
weighted avg       0.90      0.63      0.69       101
",0.2619000592534072,0.5732556811693502,0.0,37.0,0.42045454545454547,1.0,0.26,0.6756756756756757,0.8636363636363635,0.8636363636363635,51.0,0.5795454545454546,13.0,1.0
0.693069306930693,0.21719006917992761,"              precision    recall  f1-score   support

         0.0       1.00      0.65      0.79        88
         1.0       0.30      1.00      0.46        13

    accuracy                           0.69       101
   macro avg       0.65      0.82      0.62       101
weighted avg       0.91      0.69      0.74       101
",0.3212659874268372,0.6211736237144586,0.0,31.0,0.3522727272727273,1.0,0.29545454545454547,0.5967776802179883,0.8286713286713286,0.8286713286713286,57.0,0.6477272727272727,13.0,1.0
0.6138613861386139,0.23982392110268846,"              precision    recall  f1-score   support

         0.0       1.00      0.56      0.72        88
         1.0       0.25      1.00      0.40        13

    accuracy                           0.61       101
   macro avg       0.62      0.78      0.56       101
weighted avg       0.90      0.61      0.67       101
",0.24438902743142132,0.5576642335766424,0.0,39.0,0.4431818181818182,1.0,0.25,0.6547619047619048,0.8352272727272727,0.8352272727272727,49.0,0.5568181818181818,13.0,1.0
0.6831683168316832,0.21021728235904738,"              precision    recall  f1-score   support

         0.0       1.00      0.64      0.78        88
         1.0       0.29      1.00      0.45        13

    accuracy                           0.68       101
   macro avg       0.64      0.82      0.61       101
weighted avg       0.91      0.68      0.74       101
",0.31058020477815695,0.6130268199233717,0.0,32.0,0.36363636363636365,1.0,0.28888888888888886,0.6540163783584837,0.8666958041958043,0.8666958041958043,56.0,0.6363636363636364,13.0,1.0
