Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FP,FPR,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.7425742574257426,0.18913450099055362,"              precision    recall  f1-score   support

         0.0       1.00      0.73      0.85        97
         1.0       0.13      1.00      0.24         4

    accuracy                           0.74       101
   macro avg       0.57      0.87      0.54       101
weighted avg       0.97      0.74      0.82       101
",0.17783343769567939,0.540266106442577,0.0,26.0,0.26804123711340205,1.0,0.13333333333333333,0.20798076923076925,0.8131443298969072,0.8131443298969072,71.0,0.7319587628865979,4.0,1.0
0.7029702970297029,0.20568935812010733,"              precision    recall  f1-score   support

         0.0       0.99      0.70      0.82        97
         1.0       0.09      0.75      0.17         4

    accuracy                           0.70       101
   macro avg       0.54      0.73      0.49       101
weighted avg       0.95      0.70      0.79       101
",0.10355029585798814,0.4929718875502007,1.0,29.0,0.29896907216494845,0.9855072463768116,0.09375,0.4420488365800866,0.8286082474226804,0.8286082474226804,68.0,0.7010309278350515,3.0,0.75
0.7029702970297029,0.19040145313169352,"              precision    recall  f1-score   support

         0.0       1.00      0.69      0.82        97
         1.0       0.12      1.00      0.21         4

    accuracy                           0.70       101
   macro avg       0.56      0.85      0.51       101
weighted avg       0.97      0.70      0.79       101
",0.15030846887268645,0.5137997432605905,0.0,30.0,0.30927835051546393,1.0,0.11764705882352941,0.46105072463768115,0.8711340206185567,0.8711340206185567,67.0,0.6907216494845361,4.0,1.0
0.801980198019802,0.15692553136060683,"              precision    recall  f1-score   support

         0.0       0.99      0.80      0.89        97
         1.0       0.14      0.75      0.23         4

    accuracy                           0.80       101
   macro avg       0.56      0.78      0.56       101
weighted avg       0.95      0.80      0.86       101
",0.17551020408163265,0.5585664335664335,1.0,19.0,0.1958762886597938,0.9873417721518988,0.13636363636363635,0.4570603576751118,0.8298969072164948,0.8298969072164948,78.0,0.8041237113402062,3.0,0.75
0.8118811881188119,0.15272860630017598,"              precision    recall  f1-score   support

         0.0       1.00      0.80      0.89        96
         1.0       0.21      1.00      0.34         5

    accuracy                           0.81       101
   macro avg       0.60      0.90      0.62       101
weighted avg       0.96      0.81      0.86       101
",0.28635180364447743,0.6175004983057604,0.0,19.0,0.19791666666666666,1.0,0.20833333333333334,0.5338383838383839,0.9093749999999999,0.9093749999999999,77.0,0.8020833333333334,5.0,1.0
0.6633663366336634,0.216154828212629,"              precision    recall  f1-score   support

         0.0       1.00      0.65      0.78        96
         1.0       0.13      1.00      0.23         5

    accuracy                           0.66       101
   macro avg       0.56      0.82      0.51       101
weighted avg       0.96      0.66      0.76       101
",0.1529353724716328,0.5060414269275029,0.0,34.0,0.3541666666666667,1.0,0.1282051282051282,0.18699077562059307,0.76875,0.76875,62.0,0.6458333333333334,5.0,1.0
0.7920792079207921,0.14105175833001687,"              precision    recall  f1-score   support

         0.0       0.99      0.79      0.88        96
         1.0       0.17      0.80      0.28         5

    accuracy                           0.79       101
   macro avg       0.58      0.80      0.58       101
weighted avg       0.95      0.79      0.85       101
",0.21123094087021188,0.5772373928642615,1.0,20.0,0.20833333333333334,0.987012987012987,0.16666666666666666,0.3611455561981877,0.8875,0.8875,76.0,0.7916666666666666,4.0,0.8
0.693069306930693,0.206286578795061,"              precision    recall  f1-score   support

         0.0       1.00      0.68      0.81        96
         1.0       0.14      1.00      0.24         5

    accuracy                           0.69       101
   macro avg       0.57      0.84      0.53       101
weighted avg       0.96      0.69      0.78       101
",0.17191219254165568,0.5256779275867293,0.0,31.0,0.3229166666666667,1.0,0.1388888888888889,0.6190476190476191,0.9166666666666666,0.9166666666666666,65.0,0.6770833333333334,5.0,1.0
0.7,0.2050587084983876,"              precision    recall  f1-score   support

         0.0       0.97      0.71      0.82        96
         1.0       0.07      0.50      0.12         4

    accuracy                           0.70       100
   macro avg       0.52      0.60      0.47       100
weighted avg       0.94      0.70      0.79       100
",0.05063291139240511,0.4684620836286322,2.0,28.0,0.2916666666666667,0.9714285714285714,0.06666666666666667,0.3113901160776161,0.76953125,0.76953125,68.0,0.7083333333333334,2.0,0.5
0.66,0.23847858853075332,"              precision    recall  f1-score   support

         0.0       0.98      0.66      0.79        96
         1.0       0.08      0.75      0.15         4

    accuracy                           0.66       100
   macro avg       0.53      0.70      0.47       100
weighted avg       0.95      0.66      0.76       100
",0.08405172413793116,0.46875,1.0,33.0,0.34375,0.984375,0.08333333333333333,0.4298245614035088,0.7838541666666666,0.7838541666666666,63.0,0.65625,3.0,0.75
