Accuracy,Brier's,ClassificationReport,Cohen's,F1-Macro,FN,FNR,FP,FPR,NPV,PPV,PR-AUC-Trapezoid,ROC-AUC-Built-in,ROC-AUC-Trapezoid,TN,TNR,TP,TPR
0.7572815533980582,0.1846945913245584,"              precision    recall  f1-score   support

         0.0       1.00      0.69      0.81        80
         1.0       0.48      1.00      0.65        23

    accuracy                           0.76       103
   macro avg       0.74      0.84      0.73       103
weighted avg       0.88      0.76      0.78       103
",0.4955925563173359,0.7313510693792384,0.0,0.0,25.0,0.3125,1.0,0.4791666666666667,0.7395833333333334,0.84375,0.84375,55.0,0.6875,23.0,1.0
0.7766990291262136,0.17479440909323815,"              precision    recall  f1-score   support

         0.0       1.00      0.71      0.83        80
         1.0       0.50      1.00      0.67        23

    accuracy                           0.78       103
   macro avg       0.75      0.86      0.75       103
weighted avg       0.89      0.78      0.80       103
",0.5253456221198156,0.7493917274939172,0.0,0.0,23.0,0.2875,1.0,0.5,0.7555555555555555,0.8625,0.8625,57.0,0.7125,23.0,1.0
0.6893203883495146,0.21764208532937435,"              precision    recall  f1-score   support

         0.0       1.00      0.60      0.75        80
         1.0       0.42      1.00      0.59        23

    accuracy                           0.69       103
   macro avg       0.71      0.80      0.67       103
weighted avg       0.87      0.69      0.71       103
",0.40116279069767447,0.6698717948717947,0.0,0.0,32.0,0.4,1.0,0.41818181818181815,0.712962962962963,0.80625,0.80625,48.0,0.6,23.0,1.0
0.7281553398058253,0.20494623030716586,"              precision    recall  f1-score   support

         0.0       1.00      0.65      0.79        80
         1.0       0.45      1.00      0.62        23

    accuracy                           0.73       103
   macro avg       0.73      0.82      0.70       103
weighted avg       0.88      0.73      0.75       103
",0.4533737680060651,0.7047502047502048,0.0,0.0,28.0,0.35,1.0,0.45098039215686275,0.646658856974891,0.8016304347826086,0.8016304347826086,52.0,0.65,23.0,1.0
0.6601941747572816,0.23072932371190957,"              precision    recall  f1-score   support

         0.0       1.00      0.56      0.72        80
         1.0       0.40      1.00      0.57        23

    accuracy                           0.66       103
   macro avg       0.70      0.78      0.64       103
weighted avg       0.87      0.66      0.69       103
",0.3647577092511014,0.6439506172839506,0.0,0.0,35.0,0.4375,1.0,0.39655172413793105,0.7053571428571428,0.7937500000000001,0.7937500000000001,45.0,0.5625,23.0,1.0
0.6893203883495146,0.20612073798949157,"              precision    recall  f1-score   support

         0.0       0.90      0.68      0.77        80
         1.0       0.40      0.74      0.52        23

    accuracy                           0.69       103
   macro avg       0.65      0.71      0.64       103
weighted avg       0.79      0.69      0.71       103
",0.31618257261410787,0.6432900432900432,6.0,0.2608695652173913,26.0,0.325,0.9,0.3953488372093023,0.6317691029900332,0.7975543478260869,0.7975543478260869,54.0,0.675,17.0,0.7391304347826086
0.7352941176470589,0.19754640339246302,"              precision    recall  f1-score   support

         0.0       1.00      0.66      0.80        80
         1.0       0.45      1.00      0.62        22

    accuracy                           0.74       102
   macro avg       0.72      0.83      0.71       102
weighted avg       0.88      0.74      0.76       102
",0.4585135666535588,0.7083553955310812,0.0,0.0,27.0,0.3375,1.0,0.4489795918367347,0.7291666666666666,0.8374999999999999,0.8374999999999999,53.0,0.6625,22.0,1.0
0.6862745098039216,0.2220813845827155,"              precision    recall  f1-score   support

         0.0       1.00      0.60      0.75        80
         1.0       0.41      1.00      0.58        22

    accuracy                           0.69       102
   macro avg       0.70      0.80      0.66       102
weighted avg       0.87      0.69      0.71       102
",0.3928571428571428,0.6644736842105262,0.0,0.0,32.0,0.4,1.0,0.4074074074074074,0.7037037037037037,0.8,0.8,48.0,0.6,22.0,1.0
0.803921568627451,0.1600811288148319,"              precision    recall  f1-score   support

         0.0       1.00      0.75      0.86        79
         1.0       0.53      1.00      0.70        23

    accuracy                           0.80       102
   macro avg       0.77      0.87      0.78       102
weighted avg       0.90      0.80      0.82       102
",0.5708876735380732,0.7760210803689065,0.0,0.0,20.0,0.25316455696202533,1.0,0.5348837209302325,0.7560933425576074,0.8813979086406164,0.8813979086406164,59.0,0.7468354430379747,23.0,1.0
0.7941176470588235,0.16653178267899008,"              precision    recall  f1-score   support

         0.0       1.00      0.73      0.85        79
         1.0       0.52      1.00      0.69        23

    accuracy                           0.79       102
   macro avg       0.76      0.87      0.77       102
weighted avg       0.89      0.79      0.81       102
",0.5546777546777546,0.7666412463231289,0.0,0.0,21.0,0.26582278481012656,1.0,0.5227272727272727,0.7613636363636364,0.8670886075949367,0.8670886075949367,58.0,0.7341772151898734,23.0,1.0
